pull_id,pull_no,title,body
192844326,1006,b'RavenDB-5384 Ensure insert of map reduce entries is sequential',b'This fix is even better than the previous one which I did during compression work because it also guarantees inserts to fixed size trees are sequential as well.'
192842876,1005,"b'Tar packages for Ubuntu, prerequisites check in build.ps1'",b''
192842223,1004,b'RavenDB-5701 Index/transformers: minors',b''
192838194,1003,b'RavenDB-5737 - Provide a suggestion for querying for null values in the studio query page',b'http://issues.hibernatingrhinos.com/issue/RavenDB-5737'
192835465,1002,b'RavenDB-5715-3.5 - PeriodicBackup_should_export_all_relevant_documents test fails sometimes',b'http://issues.hibernatingrhinos.com/issue/RavenDB-5715'
192835433,1001,b'RavenDB-5715-3.0 - PeriodicBackup_should_export_all_relevant_documents test fails sometimes',b'http://issues.hibernatingrhinos.com/issue/RavenDB-5715'
192833113,1000,b'RavenDB-5708-3.5 - Wrong time to execute calculation of DeleteItems in SQL replication',b'http://issues.hibernatingrhinos.com/issue/RavenDB-5708'
192832197,999,b'RavenDB-5708 - Wrong time to execute calculation of DeleteItems in SQL replication',b'http://issues.hibernatingrhinos.com/issue/RavenDB-5708'
192831042,998,b'RavenDB-5734 - PrefetchingBehavior is creating too much future index batches',b'http://issues.hibernatingrhinos.com/issue/RavenDB-5734'
192829312,997,b'RavenDB-5597 Add & fix notification messages when changing indexes st\xe2\x80\xa6',"b'\xe2\x80\xa6ate,mode,priority'"
192827930,996,b'RavenDB-5734-3.0 - PrefetchingBehavior is creating too much future index batches',b'http://issues.hibernatingrhinos.com/issue/RavenDB-5734'
192824702,995,b'RavenDB-5714 - Document indexing is being skipped under heavy load',b'http://issues.hibernatingrhinos.com/issue/RavenDB-5714'
192816070,994,b'RavenDB-5269 Create design for notification center + popups - created\xe2\x80\xa6',"b""\xe2\x80\xa6 'no new notifications' view"""
192810298,993,"b""RavenDB-5711 Indexes Page: Modify icon for 'High' priority""",b''
192809843,992,b'RavenDB-5543 Temporary hide repolication stats from menu as it is not\xe2\x80\xa6',b'\xe2\x80\xa6 working'
192797763,991,b'RavenDB-5700 Export database: removed comma from exported file name +\xe2\x80\xa6',"b""\xe2\x80\xa6 disabled ' Expired documents' option"""
192796330,990,"b'RavenDB-5732 After creating sample data, don\'t show the ""must use emp\xe2\x80\xa6'","b'\xe2\x80\xa6ty db""'"
192795393,989,b'RavenDB-5039 Create edit document page in studio - temporary restored\xe2\x80\xa6',b'\xe2\x80\xa6 tabs functionality'
192791758,988,b'RavenDB-5719 Studio wont auto refresh page after delete database',b''
192790956,987,b'RavenDB-5244 V4.0 New client : Remove stream from entityToBlittable',b''
192789402,986,b'RavenDB-5438 Create endpoint with data required for resources view - \xe2\x80\xa6',b'\xe2\x80\xa6hide resources properties as there are not implemented on server side'
192788170,985,"b""RavenDB-5731 The new database button isn't working on the resources p\xe2\x80\xa6""",b'\xe2\x80\xa6age.'
192786048,984,b'Fixing compilation after fresh repo clone',b''
192783538,983,"b""RavenDB-RemoveNewDatabaseBtn Remove 'new database button'""",b''
192670225,982,b'Raven db 5595',b''
192662404,981,b'RavenDB-5577 Map reduce visualizer - after merge fix',b''
192615141,980,b'RavenDB-5564 Initialize Bundles configurations after server restart',b'* fix logger info in HandleSystemDocumentChange method'
192610576,979,b'RavenDB-5650: allow Raven to perform sql replication to postgres',b''
192601128,978,b'RavenDB-5244 V4.0 New client - skip failing tests',b''
192580190,977,b'RavenDB-5244 V4.0 new client: fix tests',b''
192577946,976,b'RavenDB-5727',b'* Parenthesis query should respect Boost\r\n* Also ported a bunch of fullTextSearch tests from v3.5'
192577531,975,b'RavenDB-5729 fix the lookupPath',b''
192574350,974,b'RavenDB-5244 V4.0 New client - Implement GetStatisticsCommand',b'- Fix WaitForIndexing()\r\n- Enable passing tests'
192573137,973,b'RavenDB-5729 fix LookupPaths',b''
192570023,972,b'RavenDB-5727',"b""* Fixing an issue where parenthesis query will ignore Boost\r\n* Fixed the boosting test that was passing even though boosting wasn't"""
192566618,971,b'RavenDB-5678 Implement Newtonsoft JsonWriter on top of BlittableWriter',b''
192565902,970,b'RavenDB-5724',b''
192542005,969,"b'Studio fixes, license request view mockup'",b''
192539104,968,b'RavenDB-5712 Modify text in user pop-up messages',b''
192525366,967,b'RavenDB-5646 install prerequisites script',b'Script for installation of build prerequisites on Ubuntu:\r\n- .NETCore\r\n- Powershell\r\n- NodeJS 6.x'
192515097,966,b'RavenDB-5244 V4.0 New client - Implement Execute() for index and tran\xe2\x80\xa6',"b'\xe2\x80\xa6sformer\r\n\r\n- 3 new commands: GetIndex, PutIndex, PutTransformer\r\n- Enable skipped tests\r\n- Still need to fix many overloads in IndexCreation.cs'"
192338805,965,b'RavneDB-5684 Import page view',b''
192333264,964,b'Allow server run as deamon and respond to SIGTERM without readline',b''
192323586,963,b'RavenDB-5577 Set documents colors by view order (instead of by insert\xe2\x80\xa6',b'\xe2\x80\xa6ion order)'
192289771,962,"b'Cross platform file access issues fixes plus fail fast if git, npm or dotnet are not available in path'",b''
192267730,961,b'RavenDB-5640: server side implementation for hilo',b''
192245286,960,"b'Build and upload scripts for RavenDB, studio alpha release script'",b''
192222896,959,"b""RavenDB-5662 Indexes page: Make 'Pause indexing until restart' button\xe2\x80\xa6""",b'\xe2\x80\xa6 less visible'
192219025,958,b'Raven db 5662',b''
192039433,957,"b""RavenDB-5244 V4.0 new client: remove comments and todo's""",b''
192029666,956,b'RavenDB-5577 Order documents in Map/Reduce Visualizer',b''
192018168,955,b'RavenDB-5698',b'* Now preventing removing voting mode from update node connection\r\n* Added Node topology to the cluster statistics\r\n* admin/cluster/changeVotingMode will now redirect to leader node (this logic behaves differently than other ClusterManager.Client method because of edge cases in the HotSpare code )\r\n* Now always refreshing the clustering view after editing a node\r\n* Added danger text for when the user tries to remove voting mode from a node'
192009896,954,b'RavenDB-5244 V4.0 new client: fix tests - Temporary GetNextRange()',b''
191992120,953,b'RavenDB-5244 V4.0 new client: fix tests',b''
191973361,952,b'RavenDB-5661 Menu: move elements',b''
191949502,951,b'RavenDB-5467 Expose index fields for studio terms view',b''
191941233,950,b'Storage report tweaks',b''
191935719,949,b'RavenDB-5487 Graph view for /debug/io-metrics - removed ugly white bg',b''
191934668,948,b'RavenDB-5533 Hide not yet implemented features in studio',b''
191875750,947,b'Raven db 5680',b''
191872514,946,b'RavenDB-5689 - make sure that the IndexWriter and lucene Directory are being disposed',b'http://issues.hibernatingrhinos.com/issue/RavenDB-5689'
191867984,945,b'RavenDB-5244 V4.0 New client - Fix NRE in CreateFieldSetter',b'- Enable skipped tests'
191860168,944,"b'RavenDB-5689 - ""System.InvalidOperationException: Could not reset index""'",b'http://issues.hibernatingrhinos.com/issue/RavenDB-5689'
191860132,943,"b'RavenDB-5689 - ""System.InvalidOperationException: Could not reset index""'",b'http://issues.hibernatingrhinos.com/issue/RavenDB-5689'
191857792,942,b'RavenDB-5694 Update readme.md v3.5',b''
191856204,941,b'RavenDB-5693 Update global.json to use the new .NET Core SDK',b''
191811942,940,"b'RavenDB-5690 - When server has more than 1024 databases, only the first 1024 can be accessed in the studio'",b'http://issues.hibernatingrhinos.com/issue/RavenDB-5690'
191811939,939,"b'RavenDB-5690-3.0 - When server has more than 1024 databases, only the first 1024 can be accessed in the studio'",b'http://issues.hibernatingrhinos.com/issue/RavenDB-5690'
191761272,938,b'Loop unrolling of WildCopy.\xe2\x80\xa6',b'20% improvement on Decompression\r\n40% improvement on Compression.\r\ncc @jbayardo'
191699672,937,b'RavenDB-5686 Zeros in JsonDeserialization admin/stats',b''
191693032,936,b'RavenDB-5063 Create patch page - connected update by collection/index',b''
191679242,935,"b""RavenDB-5044 Create 'create sample data' page in studio - new L&F tak\xe2\x80\xa6""",b'\xe2\x80\xa6e  #2'
191652500,934,"b""RavenDB-5674 Can't open index performance bar when there is no indexes""",b''
191651438,933,b'RavenDB-5577 Map reduce visualizer - details view',b''
191651011,932,b'Studio updates - indexing priority and create sample data screen',b''
191645324,931,b'RavenDB-5559 fix alerts severity updates on studio side',b''
191563476,930,b'support ubuntu 16.04 build',b''
191551294,929,b'RavenDB-5680 Fixing an issue where MoreLikeThis will take too long to\xe2\x80\xa6',b'\xe2\x80\xa6 get the stats and the request will timeout'
191540379,928,b'RavenDB-5384 Compression',b''
191499131,927,b'RavenDB-5244 V4.0 New client - Remove Raven.Imports.Newtonsoft',b''
191493534,926,b'Raven db 5577',b''
191493292,925,"b'RavenDB-5631 WIP, stuff should work, missing tests'",b''
191476820,924,b'RavenDB-5244 V4.0 New client - Remove Raven.Imports.Newtonsoft',b''
191474043,923,b'RavenDB-5500 IndexStoragePath and AdditionalIndexStoragePaths will always end with current database name',b''
191450792,922,b'RavenDB-5244 V4.0 new client',b''
191392334,921,b'RavenDB-5217 synchronized the API',b''
191380461,920,b'MemoryAllocation & other assorted improvements.',b'- Improvements on Hashing.Combine using a ROL assembler instruction instead.\r\n- Improved memory allocation pooling safe structures at the LowLevelTransaction level.\r\n- Improved PageFromScratchBuffer lookups adding a missing comparer.'
191367860,919,b'RavenDB-5217',b''
191349426,918,b'RavenDB-5039 First stab at using new virtual grid in edit doc page.',"b'Related docs now display, links are navigable. Remaining: filtering with search, changing from related to collection/recent/starred.'"
191337419,917,b'RavenDB-5578 Export database no longer download corrupted file',b'* Download will fail when exception raise in the process'
191324437,916,b'RavenDB-5616: Implemented ManualBlittableJsonDocumentBuilder',b''
191324338,915,b'RavenDB-5092 import database view',b''
191317250,914,b'RavenDB-5438 porting from v3.5 (fixing boolean query occur issue)',b''
191311615,913,b'RavenDB-5305 fixing an issue where boolean query would generate wrong\xe2\x80\xa6',b'\xe2\x80\xa6 occur\r\n\r\nAdded a test\r\nFixed a test with wrong expected values'
191303077,912,b'RavenDB-5632-3.0 - fix ExecuteWithReplication for QueryByPost when we have a conflict that needs to be resolved',b'http://issues.hibernatingrhinos.com/issue/RavenDB-5632'
191302631,911,b'Loop unrolling improvements to ComputeNew',b''
191298290,910,b'Raven db 5565',b''
191296737,909,b'RavenDB-5182 small adjustment in menu',b''
191289470,908,"b""RavenDB-5632-2.5 - Conflicts aren't resolved when using the Query and LoadStartingWith API""",b'http://issues.hibernatingrhinos.com/issue/RavenDB-5632'
191289358,907,b'RavenDB-5632-3.5 - fix ExecuteWithReplication for QueryByPost when we have a conflict that needs to be resolved',b'http://issues.hibernatingrhinos.com/issue/RavenDB-5632'
191284830,906,b'RavenDB-5244 V4.0 new client : Remove IDatabaseCommands - WIP',b''
191268751,905,b'RavenDB-5481 menu adjustments',b''
191241307,904,b'RavenDB-5500 added the ability to change index path',b''
191081173,903,b'RavenDB-5450 fix',"b'* When fetching database document from /admin/databases/, return etag in @metadata/@etag properties --> the same as regular data documents\r\n* Minor issue fix\r\n* Relevant tests'"
191005163,902,b'Raven db 5577 - only global view',b''
190980460,901,b'RavenDB-5648 added timeout parameter to WaitForCompletion',b''
190944017,900,b'RavenDB-5471 Add autoprefixer for gulp task',b''
190913629,899,b'RavenDB-5039 First stab at virtual grid in edit document page.',"b""Virtual grid now supports hiding column headers, column-based cell rendering, and hyperlink cells. We aren't finished integrating into the edit doc page: while rows show up and are clickable links, howerver, we need to implement search filtering and collection changing between related/collection/recent/starred."""
190824151,898,b'RavenDB-5559 new version notification',b''
190785237,897,b'RavenDB-5618: Optimize DiffPages and DiffApplier',"b""Unfortunately, there isn't much we can do about this as of today. A SIMD-based implementation (see v4.0-simd-diff branch) is currently useless due to CoreCLR restrictions (see https://github.com/dotnet/coreclr/issues/8181 )."""
190774205,896,b'Raven db 5217',b''
190758663,895,b'RavenDB-5648 proper implementation for index creation',b''
190744029,894,b'RavenDB-5651 Indexes/Transformers page should respond to changes',b''
190720620,893,b'RavenDB-5481 Change studio colors',b''
190708701,892,b'RavenDB-5615 Rethink IndexingPriority - changes to studio',b''
190691298,891,b'RavenDB-5104 Create statistics view',b''
190564968,890,"b""RavenDB-5632 - Conflicts aren't resolved when using the Query and LoadStartingWith API""",b'http://issues.hibernatingrhinos.com/issue/RavenDB-5632'
190561147,889,"b""RavenDB-5632 - Conflicts aren't resolved when using the Query and LoadStartingWith API""",b'http://issues.hibernatingrhinos.com/issue/RavenDB-5632'
190557460,888,"b'implementation/refactoring for RavenDB-5629, RavenDB-5630'","b'* using nameof() instead of ""magic strings"" in json property names\r\n* refactor index/transformer metadata storage to use external tx\r\n* refactor index/transformer metadata storage to use the same env and context pool as document storage'"
190549874,887,b'RavenDB-5244 V4.0 New client: replace new open session with old open \xe2\x80\xa6',b'\xe2\x80\xa6session'
190342119,886,b'RavenDB-5615',b''
190097257,885,b'Rpi3arm32',"b'The WIP of rpi on arm.\r\nNeed to : return the ""addJson"" (probably microsoft extensions filetypes dll had a bad checksum.  need to recreate on ubuntu x64 and copy the dll to the rpi3.\r\n\r\nAlso important to do : Fix all our syscalls signatures.  i.e. : public static extern int posix_fallocate(int fd, UIntPtr offset, UIntPtr length) instead of ulong , etc..  \r\n\r\nSmells good.'"
190054952,884,b'RavenDB-5592 if indexing is idle then perform an environment cleanup \xe2\x80\xa6',b'\xe2\x80\xa6that will decrease compression buffers and number of scratch files held in recycle area'
190053741,883,"b'RavenDB-5244 V4.0 client: move new ""Documents"" implementation to ""Doc\xe2\x80\xa6'","b'\xe2\x80\xa6ument""'"
189875072,882,b'RavenDB-5494 fixed NRE',b''
189868669,881,b'RavenDB-5621 updated to .NET Core 1.1',b'1.1 SDK here: https://go.microsoft.com/fwlink/?LinkID=835014'
189816134,880,b'fix for RavenDB-5617',b'fix race condition in WaitForIndexesAsync() between waiting TaskCompletionSource CompareExchange in the index and waiting for completion in WaitForIndexesAsync()'
189724983,879,b'RavenDB-5217 Adding Collection runner to run DELETE/PATCH by collection',b''
189660150,878,b'RavenDB-5494 implementation (3.5 part)',b'prevent requests from 4.x clients (return ServiceUnavailable with appropriate message)'
189660004,877,b'RavenDB-5494 implementation (4.0 part)',b'make sure that client version is sent from 4.0 (for the new RequestExecuter)'
189421949,876,b'RavenDB-5450 implementation',"b'added etags storage for items in ServerStore, with expectedEtag/concurrency exceptions'"
189414742,875,b'Studio adjustments and storage details report visual tweaks',b''
189401464,874,b'RavenDB-5542 Apply Google Analytics',b''
189350222,873,b'RavenDB-5540 Create L&F for under construction pages',b''
189347910,872,b'RavenDB-5351 aggregating reduce trees into a single tree report',b''
189331179,871,b'RavenDB-5600 Select the default index on a query page when there are \xe2\x80\xa6',b'\xe2\x80\xa6no indexes defined'
189330403,870,b'RavenDB-5481 remove tasks from menu when no resource is active',b''
189327704,869,b'RavenDB-4861 use assembly info from github rather than locally edited one',b''
189315035,868,b'RavenDB-4861 [bumping version] use assembly info from github rather than locally edited one',b''
189157560,867,b'RavenDB-5499 & RavenDB-5609',b''
189154392,866,b'RavenDB-5608 & RavenDB-4488 & RavenDB-4608',b'\xe2\x80\xa6 due to indexing configuration inheritance requirements'
189153524,865,b'RavenDB-5583 Platform target in release changed to AnyCpu',b''
189107173,864,b'Raven db 5595',b''
189102136,863,b'RavenDB-5585 indexing/transformer replication',b''
189068007,862,b'RavenDB-5435 fixed directory access denial issues when moving compacted index to an appropriate place',b''
189062999,861,b'RavenDB-5244 V4.0 client long running task - Duplicate client project',b''
188591210,860,b'RavenDB-5605 - Execute QueryListeners on Faceted Searchs.',b''
188580625,859,b'Raven db 5584',b'added very slow test'
188541264,858,b'RavenDB-5532 handling unobserved exceptions',b''
188533125,857,b'RavenDB-5584: RaveFS smuggler should send files in bulks',b''
188530611,856,b'RavenDB-5602 removing extra space from raven conflict index definitions',b''
188529988,855,b'RavenDB-5577 Endpoints for map/reduce visualizer',b''
188524678,854,b'RavenDB-5435 added the ability to compact an index',b''
188504112,853,b'RavenDB-5603',"b""* Will check for Database disposed flag before executing batches\r\n* Will not advance the etags of index batches if database is been disposed because we don't throw now and the code used to assume we would\r\n* Index/Transformer caches were been used in an unsafe manner causing key not found exceptions."""
188491808,852,b'[Studio] Fix Typescript compilation after IndexDefinition changes',b''
188478897,851,b'Raven db 5351',b''
188470217,850,b'RavenDB-5525 Porting a test that verifies that analyzers on prefix qu\xe2\x80\xa6',b'\xe2\x80\xa6eries should not cut of the last char in the term'
188449064,849,b'RavenDB-5059 Create index terms page - fixed hardcoded index name',b''
188278959,848,b'Raven db 5584',"b'Includes bug fix in RavenFS smuggler\r\nIncludes test fix (removed RavenDB-5511 test)\r\nIncludes fix for RavenDB-5594 (make sure that you want it here, I tested it and it looks good(now)'"
188258258,847,b'RavenDB-5599 porting to v4.0',b''
188256839,846,"b'RavenDB-5599 fixing an issue where a search term could start with ""//\xe2\x80\xa6'","b'\xe2\x80\xa6"" and cause parse exceptions'"
188256396,845,b'RavenDB-5540 Create L&F for under construction pages',b''
188244623,844,b'RavenDB-5500 fixed NRE',b''
188231872,843,b'RavenDB-4327 Allow to Load(null) and get null back',b''
188227814,842,b'RavenDB-5500 index definition not contains Configuration property for overriding configuration values',b''
188219093,841,"b'RavenDB-5539, RavenDB-5092 studio views fixes and enhancements'",b''
188203128,840,b'RavenDB-5567 fix RavenDB-3460/DoubleEncodingInHttpQueryShouldWork test',b''
188201601,839,b'RavenDB-5567 fix DoubleEncodingInHttpQueryShouldWork test',b''
188200102,838,b'RavenDB-5244 V4.0 client long running task - Remove RavenJObject',b'- Replace RavenJObject with StreamResult'
188187456,837,b'RavenDB-5591 remove built mockups from repo',b''
188108750,836,b'RavenDB-5585 WIP -> implemented ReplicationIndexTransformerSender',"b'Intermediary PR, implemented the sender class.\r\nAlso reverted refactorings (that made the code much harder to maintain) that were discussed in code review\r\n'"
188095678,835,b'RavenDB-5584 properly detecting if files streaming is supported',b''
188051801,834,b'RavenDB-5584: FS smuggler should receive documents in bulks',b''
188020233,833,b'RavenDB-5351 Storage details report - details table',b''
188015768,832,b'RavenDB-5244 V4.0 new client : Tests from v3.5',b''
188004038,831,b'RavenDB-5244 V4.0 client long running task - Transformer Parameters',b'- Replace type of parameters from RavenJToken to object\r\n- Test usage of different types of parameters\r\n- Add support for passing DateTime type in query transformer parameters'
187993392,830,b'RavenDB-5526-4.0 - Add the rest of the endpoints for periodic export to S3',b'http://issues.hibernatingrhinos.com/issue/RavenDB-5526'
187993185,829,b'RavenDB-5526-3.5 - Add the rest of the endpoints for periodic export to S3',b'http://issues.hibernatingrhinos.com/issue/RavenDB-5526'
187988051,828,b'RavenDB-5525 porting to v4.0',b''
187983772,827,b'RavenDB-4692 - applying changes to AtomicDictionary from 3.5 (related\xe2\x80\xa6',b'\xe2\x80\xa6 to changes api)\r\nhttp://issues.hibernatingrhinos.com/issue/RavenDB-4692'
187983052,826,b'RavenDB-5525 fixing EscapeCommaMode and adding a test',b'I have fixed the conflict on the GplexBuffers.cs not sure why it is still failing to resolve the conflict.\r\nJust override the GPlexBuffer.cs file with the new version'
187975497,825,b'RavenDB-5556 Connect endpoints on sql replication view for preview re\xe2\x80\xa6',b'\xe2\x80\xa6lease.'
187957424,824,b'RavenDB-5562 Sql replication reset',b''
187941577,823,b'RavenDB-5512 - Failed to determine if drive is SSD or HDD',b'http://issues.hibernatingrhinos.com/issue/RavenDB-5512'
187941477,822,b'RavenDB-5244 V4.0 new client : Tests from v3.5',b''
187934769,821,b'RavenDB-5567 V3.0 Fixed not escaping Uri data in TransformerParameters',b''
187934588,820,b'RavenDB-5567 escaping transformer parameters',b''
187934139,819,b'Raven db 5351',b''
187933101,818,b'RavenDB-5351 Storage details report',b''
187852369,817,"b""RavenDB-5513 initializing FilesStore on first access giving us a chance to switch default file system to 'DefaultFileSystem'""","b'Do not merge this, @talweiss1982 needs to review this'"
187850052,816,b'RavenDB-5587 increased resource load times for tests to prevent timeouts on slow TC agents',b''
187845893,815,b'RavenDB-5585 WIP - refactoring',"b'Refactoring document sender class to be outside of OutgoingReplicationHandler --> better code maintenability.\r\nOtherwise, the OutgoingReplicationHandler  will be very large when index/transformer sender class will be implemented'"
187807116,814,b'RavenDB-5481 Fix menu icons and visuals',b''
187758140,813,b'RavenDB-5583 changing platform target to AnyCpu',b''
187736128,812,b'RavenDB-5567 Fixed not escaping Uri data in TransformerParameters',b''
187731614,811,b'RavenDB-5552 implementation',"b'scan for manually removed indexes and transformers when database is offline and if there were such indexes/transformers, remove metadata'"
187727031,810,b'RavenDB-5461 remove nuget upload from build script',b''
187726957,809,b'RavenDB-5461 remove nuget upload',b''
187720765,808,b'Raven db 5525',b''
187691505,807,b'RavenDB-5409 analyzer errors will immediately mark index as errored',b''
187690658,806,"b""RavenDB-5080 Create 'create resource view' - remove active bundles se\xe2\x80\xa6""",b'\xe2\x80\xa6lection (Except compression/encryption)'
187688367,805,b'RavenDB-5554 implementation',b''
187683116,804,b'Raven db 5574',b''
187672201,803,"b'RavenDB-5581 added MapTimeout for liveliness control, by default infinite (index as much as possible)'",b''
187660610,802,b'RavenDB-5244 V4.0 new client : Remove temp DatabaseCommands',b'Also:\r\n* GetDocumentInfo works only for document already in the session\r\n* GetMetadataForAsync and GetMetadataFor are the same\r\n* Removed unnecessary  using'
187640314,801,b'Studio 4.0 mockups updates',b''
187592236,800,b'RavenDB-5551 implement',b'refactor replication related methods to common util class'
187573884,799,b'Raven db 5561',b''
187572679,798,b'RavenDB-5355 coolDownWithDataLoss in changes API',b''
187566973,797,b'RavenDB-5244 V4.0 client long running task - Async Query',b''
187565896,796,b'RavenDB-5570 fix',b''
187564546,795,b'RavenDB-5560 fix',b''
187562280,794,b'RavenDB-5244 V4.0 client : Async include',b'* AsyncMultiLoaderWithInclude.cs and IAsyncLoaderWithInclude.cs copied from document'
187561967,793,b'RavenDB-5531 change the way we export transformers',b'* back compatibility'
187561454,792,b'RavenDB-5244 V4.0 client : fixes in AsyncDocumentSession',b''
187561231,791,b'RavenDB-5244 V4.0 client long running task - Async Load',b'- Implement Async Load overloads\r\n- Complete unimplemented Sync Load overloads\r\n- Pass cancellation token to every ExecuteAsync()'
187557387,790,b'RavenDB-5531 V3.0 back compatibility to version v4.0',b''
187557355,789,b'RavenDB-5531 back compatibility to version v4.0',b''
187550477,788,b'RavenDB-5244 V4.0 client long running task - Use HandleInternalMetada\xe2\x80\xa6',b'\xe2\x80\xa6ta() with all transformations'
187526588,787,b'RavenDB-5409 when 3 consecutive critical errors will occur then stop index and mark as errored',b''
187524633,786,b'RavenDB-5370 proper messages',b''
187451251,785,b'RavenDB-5012 imported the new virtual grid',b'Updated PR conforming to code review feedback.'
187380679,784,"b'Bringing in new virtual grid, RavenDB-5012'","b""To avoid name conflicts with the old grid, I've used PascalCasing. I'll use consistent camelCasing once we remove the old grid."""
187341995,783,b'RavenDB-5435 trying to clean disk every 15s since journal application is an async process',b''
187311719,782,b'RavenDB-5435 reducing compression.buffers and scratch files on idle',b''
187305304,781,b'RavenDB-5558 Connect period export endpoints for preview release',b''
187291802,780,b'RavenDB-5435 deleting all TempPath *.buffers on storage environment initialization',b''
187276843,779,b'RavenDB-5557 Connect endpoints on versioning page for preview release',b''
187158833,778,b'RavenDB-5556 Connect endpoints on sql replication view for preview re\xe2\x80\xa6',b'\xe2\x80\xa6lease.'
187091212,777,b'RavenDB-5523: switched taskCompletionSource result set methods to ',b'tryXXX methods'
187090059,776,b'RavenDB-5244 V4.0 client long running task - Split AsyncDocumentSessi\xe2\x80\xa6',b'\xe2\x80\xa6on to partial classes\r\n- Also move stream functions to partial class in DocumentSession'
187081103,775,b'RavenDB-5090 remove BatchSize from Export operation',b''
187068183,774,b'RavenDB-5244 V4.0 client long running task - Split DocumentSession to\xe2\x80\xa6',b'\xe2\x80\xa6 partial classes\r\n\r\n- Complete unimplemented overloads of load and query\r\n- Add summary comments'
187044088,773,b'RavenDB-5244 V4.0 client long running task - DeserializeEntityFromBlittable',b''
187025703,772,b'RavenDB-5301 related -> RavenDB-5550 and RavenDB-5553 implementation',b''
187018943,771,b'RavenDB-5351 storage report',b''
187016726,770,b'RavenDB-5530 Check for Valid file name in smuggler/validateOptions',b''
187015456,769,b'RavenDB-5244 V4.0 new client :  Events',b'* Also marked skip on async failing tests'
187008034,768,b'RavenDB-5530 Check invalid fileName in the validateOptions',b''
187007186,767,b'RavenDB-5555 Connect endpoints on replication view for preview release',b''
186996446,766,b'RavenDB-5518 Need to add RevisionDocuments option in the studio expor\xe2\x80\xa6',b'\xe2\x80\xa6ter section'
186866435,765,b'RavenDB-5520 Bulk insert no more allows ids with / postfix',b''
186866243,764,b'RavenDB-5520 Bulk insert no more allows ids with / postfix',b''
186853590,763,b'RavenDB-5301 -> finishing stuff with IndexesAndTransformersStorage',b''
186804141,762,b'RavenDB-5301 -> IndexAndTransformerStorage',b''
186795368,761,b'RavenDB-5533 Hide not yet implemented features in studio',b''
186790627,760,b'RavenDB-5546 New database create button automatically check the Encry\xe2\x80\xa6',b'\xe2\x80\xa6ption bundle'
186789142,759,b'RavenDB-5525_v4.0 ! should behave like NOT',b''
186787501,758,b'RavenDB-5545: Force BulkInsert flush after every 10 seconds',b''
186785893,757,"b'RavenDB-5525 ""!"" should return a NOT token to the parser'",b''
186781761,756,b'WIP RavenDB-5301',b'* outgoing mostly done\r\n* needs to update incoming with relevant to indexing functionality\r\n* more tests for index/transformer replication'
186764563,755,b'RavenDB-5541 Fixing fragmentation issue by disposing reduce entries p\xe2\x80\xa6',"b""\xe2\x80\xa6roperly. We didn't dispose blittables of __reduced_value Lucene field (and complex field stored as JSON underneath as well). Removing unused context parameter from ToBlittableSupportedType."""
186760977,754,b'RavenDB-5244 V4.0 client : Import Async and Lazy interfaces',b''
186638596,753,b'Reworking on PR #745',b'Make it easier to review: https://github.com/ravendb/ravendb/pull/745'
186637089,752,b'Most perf work & running on linux',b''
186580891,751,b'RavenDB-5090 Create export database endpoint',b'* include RavenDB-5089 Create validateExportOptions endpoint'
186576367,750,b'RavenDB-5525 porting fix for terms starting with COMMA from v3.5',b''
186573676,749,b'RavenDB-5525 changed parser to only produce COMMA tokens when inside \xe2\x80\xa6',b'\xe2\x80\xa6a method rule (e.g @In<FOO>:(bluh) )'
186568450,748,b'RavenDB-5523:',"b""Undo subscription ack timeout logic that was raising subscribers OnError exceptions.\r\nAdd AclTimedOut event\r\n\r\n* disregard the ShouldStopPullingDocsAndCloseSubscriptionOnSubscriberErrorByDefault test, it's being fixed in Tal's PR"""
186549766,747,"b""RavenDB-5513 Making sure we don't generate a FS when it is not in use""",b''
186539487,746,b'RavenDB-5243 V4.0 client long running task - Transformers',b''
186532426,745,b'RavenDB-5244 V4.0 client long runnign task',b''
186495784,744,b'RavenDB-5527 Fix id with spaces in the end in Bulk insert store document',b''
186389613,743,b'Raven db 5080 - new dialog for create database (with TODOS)',b''
186289193,742,b'Fixing build based on changed made in 80d2b8058fc82',b''
186282722,741,"b'RavenDB-5521 Missing upgrade of ""reduce_key_types_by_view"" index'",b''
186282529,740,"b'RavenDB-5090,5089 Create export database page'",b''
186276389,739,b'RavenDB-5244 V4.0 client long runnign task',b'- Replace listeners with events\r\n- Implement metadata as dictionary\r\n- remove/comment Jobject/Jtoken stuff\r\n- fix general comments \r\n- Change optimistic concurrency handling\r\n- Change convert to blittable'
186267334,738,b'Adding blittable <> json.net integration',b''
186266253,737,b'There is no need to track freed pages by transaction in order to be a\xe2\x80\xa6',b'\xe2\x80\xa6ble to determine if a scratch file has any actively used bytes. We just need to know the trasanction after which freed pages are available to reuse.'
186243571,736,b'RavenDB-5383 Ensure the same order of properties when converting to a\xe2\x80\xa6',"b""\xe2\x80\xa6 blittable object to be able to benefit from skipping the reduce if a map result hasn't changed."""
186220405,735,b'Merging conflict',b''
186220104,734,b'Performance & stability updates',b''
