issue_no,comment_no,comment_body
545,32172488,"b'Hi,\n\nI have just sent the CLA to support email available here: http://ravendb.net/contributing. You should have received it by now. \n'"
547,33474884,"b""Hi,\nDo we have a CLA with you?\nravendb.net/contributing\n\n[image: RavenDB Conference] http://conference.ravendb.net\n\n_Oren Eini_\nCEO\nHibernating Rhinos\nCellular: +972-52-548-6969\nOffice:    +972-4-674-7811\nFax:       +972-153-4622-7811\n\nOn Mon, Jan 27, 2014 at 9:57 PM, urbanfly notifications@github.com wrote:\n\n> This fixes an incorrect port from the non-async implementation; the\n> ConcurrencyException and ConflictException handling wasn't properly\n> \n> ## task-ified.\n> \n> You can merge this Pull Request by running\n> \n>   git pull https://github.com/urbanfly/ravendb AsyncHiLoFix\n> \n> Or view, comment on, or merge it at:\n> \n>   https://github.com/ravendb/ravendb/pull/547\n> Commit Summary\n> - fixing handling of ConcurrencyException in async hilo generation\n> \n> File Changes\n> - _M_ Raven.Client.Lightweight/Document/AsyncHiLoKeyGenerator.cshttps://github.com/ravendb/ravendb/pull/547/files#diff-0(152)\n> - _M_ Raven.Tests/Bugs/HiLoKeyGeneratorConcurrency.cshttps://github.com/ravendb/ravendb/pull/547/files#diff-1(127)\n> \n> Patch Links:\n> - https://github.com/ravendb/ravendb/pull/547.patch\n> - https://github.com/ravendb/ravendb/pull/547.diff\n> \n> ## \n> \n> Reply to this email directly or view it on GitHubhttps://github.com/ravendb/ravendb/pull/547\n> .\n"""
548,33883149,"b'Hi,\nDo you have a CLA with us?\n\n[image: RavenDB Conference] http://conference.ravendb.net\n\n_Oren Eini_\nCEO\nHibernating Rhinos\nCellular: +972-52-548-6969\nOffice:    +972-4-674-7811\nFax:       +972-153-4622-7811\n\nOn Sat, Feb 1, 2014 at 5:43 PM, Geoffrey Huntley\nnotifications@github.comwrote:\n\n> ---\n> \n> You can merge this Pull Request by running\n> \n>   git pull https://github.com/ghuntley/ravendb master\n> \n> Or view, comment on, or merge it at:\n> \n>   https://github.com/ravendb/ravendb/pull/548\n> Commit Summary\n> - corrected spelling(utiliti => utility)\n> \n> File Changes\n> - _M_ NuGet/RavenDB.Tests.Helpers.nuspechttps://github.com/ravendb/ravendb/pull/548/files#diff-0(6)\n> \n> Patch Links:\n> - https://github.com/ravendb/ravendb/pull/548.patch\n> - https://github.com/ravendb/ravendb/pull/548.diff\n> \n> ## \n> \n> Reply to this email directly or view it on GitHubhttps://github.com/ravendb/ravendb/pull/548\n> .\n'"
548,35339562,"b'Hi Oren;\n\nCLA was sent over to Dalia whom has confirmed receipt.\n\nRegards,\nGeoff\n'"
548,35362253,"b'thanks, pulled\n\n[image: RavenDB Conference] http://conference.ravendb.net\n\n_Oren Eini_\nCEO\nHibernating Rhinos\nCellular: +972-52-548-6969\nOffice:    +972-4-674-7811\nFax:       +972-153-4622-7811\n\nOn Sat, Feb 1, 2014 at 5:43 PM, Geoffrey Huntley\nnotifications@github.comwrote:\n\n> ---\n> \n> You can merge this Pull Request by running\n> \n>   git pull https://github.com/ghuntley/ravendb master\n> \n> Or view, comment on, or merge it at:\n> \n>   https://github.com/ravendb/ravendb/pull/548\n> Commit Summary\n> - corrected spelling(utiliti => utility)\n> \n> File Changes\n> - _M_ NuGet/RavenDB.Tests.Helpers.nuspechttps://github.com/ravendb/ravendb/pull/548/files#diff-0(6)\n> \n> Patch Links:\n> - https://github.com/ravendb/ravendb/pull/548.patch\n> - https://github.com/ravendb/ravendb/pull/548.diff\n> \n> ## \n> \n> Reply to this email directly or view it on GitHubhttps://github.com/ravendb/ravendb/pull/548\n> .\n'"
509,36324518,"b'Can you create a failing test showing what the issue is?\n\n[image: RavenDB Conference] http://conference.ravendb.net\n\n_Oren Eini_\n\nCEO\n\nMobile: + 972-52-548-6969\n\nOffice:  + 972-4-674-7811\n\nFax:      + 972-153-4622-7811\n\nOn Fri, Feb 28, 2014 at 3:49 AM, Thomas James notifications@github.comwrote:\n\n> jpatte: Was there a reason why the hooks were added to ""ConvertToEntity""\n> but not in the non-generic method (""ConvertToEntity(Type entityType..."")?\n> \n> The reason I ask is that ""TrackEntity"" ends up calling the non-generic\n> method, which means I\'m not seeing the hooks being fired for a non-sharded\n> document load.\n> \n> I\'ll raise this as an issue and submit a PR with fix, if this was just\n> something that was overlooked.\n> \n> ## \n> \n> Reply to this email directly or view it on GitHubhttps://github.com/ravendb/ravendb/pull/509#issuecomment-36314308\n> .\n'"
509,36324710,"b'Hi Oren,\n\nIt\'s been fixed in build 2850, so I deleted the comment. I was using 2750.\n\nApologies for wasting your time.\n\nCheers,\nTom\n\nOn 28 February 2014 16:07, Ayende Rahien notifications@github.com wrote:\n\n> Can you create a failing test showing what the issue is?\n> \n> [image: RavenDB Conference] http://conference.ravendb.net\n> \n> _Oren Eini_\n> \n> CEO\n> \n> Mobile: + 972-52-548-6969\n> \n> Office: + 972-4-674-7811\n> \n> Fax: + 972-153-4622-7811\n> \n> On Fri, Feb 28, 2014 at 3:49 AM, Thomas James <notifications@github.com\n> \n> > wrote:\n> > \n> > jpatte: Was there a reason why the hooks were added to ""ConvertToEntity""\n> > but not in the non-generic method (""ConvertToEntity(Type entityType..."")?\n> > \n> > The reason I ask is that ""TrackEntity"" ends up calling the non-generic\n> > method, which means I\'m not seeing the hooks being fired for a\n> > non-sharded\n> > document load.\n> > \n> > I\'ll raise this as an issue and submit a PR with fix, if this was just\n> > something that was overlooked.\n> > \n> > ## \n> > \n> > Reply to this email directly or view it on GitHub<\n> > https://github.com/ravendb/ravendb/pull/509#issuecomment-36314308>\n> > .\n> \n> \xe2\x80\x94\n> Reply to this email directly or view it on GitHubhttps://github.com/ravendb/ravendb/pull/509#issuecomment-36324518\n> .\n'"
550,39556274,"b""Pulled\n\n[image: RavenDB Conference] http://conference.ravendb.net\n\n_Oren Eini_\n\nCEO\n\nMobile: + 972-52-548-6969\n\nOffice:  + 972-4-674-7811\n\nFax:      + 972-153-4622-7811\n\nOn Fri, Apr 4, 2014 at 7:34 AM, Gareth Thackeray\nnotifications@github.comwrote:\n\n> As discussed here\n> https://groups.google.com/d/msg/ravendb/iUl8tO6A6Rw/D306KFy9sigJ, a fixed\n> limit of 1024 touches to remember is somewhat lacking under certain\n> situations. Here I have allowed it to be set from a config option,\n> \n> ## defaulting to 1024.\n> \n> You can merge this Pull Request by running\n> \n>   git pull https://github.com/gareththackeray/ravendb Parameterise-Recent-Touch-Count\n> \n> Or view, comment on, or merge it at:\n> \n>   https://github.com/ravendb/ravendb/pull/550\n> Commit Summary\n> - refactoring of test proxy\n> - RavenDB-1821 Can't resolve conflict between PUT and DELETE (build\n>   2750)\n> - RavenDB-1820 Patch command Modify no longer works with nested\n>   properties\n> - Merge branch 'RavenDB_1820' of https://github.com/ml054/ravendb\n> - More paranoid about perf counters hanging\n> - Ensure we calculate the idle time on a per database bassis\n> - Fixing compilation\n> - Making sure we refresh properties with private setters on parent\n>   classes\n> - test for querying transformer\n> - Merge branch 'master' of github.com:wayne-o/ravendb\n> - Moving test to the appropriate location\n> - Making sure that we can easily convert date time to date time offset\n>   and vice versa\n> - Adding generic LoadDocument<T> version on the server side as well\n> - fixed issue with filtering documents by recent touch\n> - fixed log message\n> - Do not update synchronizer value if no documents were put. Setting\n>   Etag.Empty value to the synchronizer resulted in moving back the whole\n>   indexing process and starting from scratch (because Etag.Empty is lower\n>   than all etags of docs)\n> - Merge pull request #698 from\n>   arekais/empty-bulk-insert-moves-back-indexing-issue\n> - Better error handling\n> - Add more protections for out of order db commits that cross indexing\n>   or replication batches\n> - Removing comment about by-design behavior\n> - More overloads for Boost\n> - Will take into account touched documents in SQL Replication and\n>   won't process them\n> - RavenDB-1853 Proper selection of database to delete\n> - Merge branch 'master' of github.com:ayende/ravendb\n> - minor fix\n> - RavenDB-1886 switched sorting from 'by frequency' to 'by name'\n> - Merge branch 'RavenDB_1853' of https://github.com/ml054/ravendb\n> - Merge branch 'master' of github.com:ayende/ravendb into\n>   encryption_key_size\n> - minor\n> - Fixing build\n> - RavenDB-1887 SQL Replication reset after change script\n> - prefered encryption bits key works\n> - RavenDB-1902 Fixing ambiguous of DynamicExtensionMethods.Boost method\n> - removed EtagSynchronizer, reapplied locks\n> - removed unused code\n> - RavenDB-1256 Signing Raven.Server.exe\n> - add to studio ability to choose the encryption key bit size\n> - Merge branch 'master' of github.com:ayende/ravendb into\n>   encryption_key_size\n> - Fixing occasionally failing tests by ugly Thread.Sleep method - the\n>   problem is that we don't have a good way to simulate a server disconnection\n>   so we remove the destinations and setup new ones, however the async\n>   replication task can not notice it yet so we need to wait a while\n> - More defensive code in occasionally failing tests - at this point\n>   they are being passed\n> - Merge branch 'encryption_key_size' of\n>   https://github.com/myarichuk/ravendb\n> - more idiomatic code\n> - Merge branch 'RavenDB_1256' of https://github.com/arekais/ravendb\n> - Merge branch 'RavenDB-1902' of https://github.com/arekais/ravendb\n> - removed unused method\n> - added lock to touch operation in TouchMissingReferenceDocumentTask\n> - Merge branch 'master' of https://github.com/ppekrol/ravendb\n> - Adding passing test\n> - fixed deadlock\n> - Only use a single locker\n> - RavenDB-1935. Switched tests to run on esent\n> - Merge branch 'master' of https://github.com/ayende/ravendb\n> - Preventing from skipping documents by the indexer caused by\n>   non-batched calls in replication hilo. We can safely drop it since we are\n>   not offering concurrent writes.\n> - Merge branch 'indexing-error-with-replication' of\n>   https://github.com/arekais/ravendb\n> - fix bug 1934 with null value problem in sorting\n> - project update\n> - Merge branch 'master' of https://github.com/ReginaBricker/ravendb\n> - Removing picked file\n> - RavenDB-1899 Delete incremental backup file after uploading it to S3\n> - RavenDB-1984 Raven.Server NuGet package does not include a\n>   Raven.Client.Lightweight.dll - can't run Smuggler\n> - RavenDB-1953 Installer should set Load User Profiler = true in IIS\n> - RavenDB-1989 Installer adds firewall exceptions in Windows Firewall\n> - Merge branch 'RavenDB-1953' of https://github.com/arekais/ravendb\n> - Merge branch 'RavenDB-1989' of https://github.com/arekais/ravendb\n> - Merge branch 'RavenDB_1899' of github.com:ml054/ravendb\n> - Merge branch '2.5' of github.com:ayende/ravendb into 2.5\n> - added last replication run stats\n> - extended replication stats to show last 50 runs\n> - Merge pull request #747 from ppekrol/replication-stats\n> - fixing NRE\n> - Merge branch '2.5' of github.com:ayende/ravendb\n> - Better safe than sorry\n> - parameterise number of recent touches to remember\n> \n> File Changes\n> - _A_\n>   Bundles/Raven.Bundles.Tests/Authorization/Bugs/Wayne/MessagesForAccountByCreatorId.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-0(23)\n> - _A_\n>   Bundles/Raven.Bundles.Tests/Authorization/Bugs/Wayne/QueryTransformer.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-1(97)\n> - _A_\n>   Bundles/Raven.Bundles.Tests/Authorization/Bugs/Wayne/WallMessage.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-2(15)\n> - _M_ Bundles/Raven.Bundles.Tests/Raven.Bundles.Tests.csprojhttps://github.com/ravendb/ravendb/pull/550/files#diff-3(3)\n> - _M_ Raven.Abstractions/Data/Constants.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-4(5)\n> - _M_ Raven.Abstractions/Data/UuidType.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-5(3)\n> - _M_ Raven.Abstractions/Json/JTokenExtensions.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-6(13)\n> - _M_ Raven.Abstractions/Json/Linq/Extensions.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-7(42)\n> - _M_ Raven.Abstractions/Json/Linq/RavenJPath.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-8(21)\n> - _M_ Raven.Abstractions/Json/Linq/RavenJToken.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-9(8)\n> - _M_ Raven.Abstractions/Replication/ReplicationStatistics.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-10(8)\n> - _M_ Raven.Client.Lightweight/Document/DocumentConvention.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-11(7)\n> - _M_ Raven.Client.Lightweight/Document/DocumentSession.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-12(1658)\n> - _M_\n>   Raven.Client.Lightweight/Document/SessionOperations/QueryOperation.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-13(5)\n> - _M_ Raven.Database/Bundles/Encryption/Codec.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-14(11)\n> - _M_ Raven.Database/Bundles/Encryption/Settings/EncryptionSettings.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-15(29)\n> - _M_\n>   Raven.Database/Bundles/Encryption/Settings/EncryptionSettingsManager.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-16(8)\n> - _M_ Raven.Database/Bundles/Expiration/ExpirationReadTrigger.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-17(2)\n> - _M_ Raven.Database/Bundles/PeriodicBackups/PeriodicBackupTask.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-18(6)\n> - _M_ Raven.Database/Bundles/Replication/Impl/ReplicationHiLo.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-19(103)\n> - _M_\n>   Raven.Database/Bundles/Replication/Responders/Behaviors/SingleItemReplicationBehavior.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-20(3)\n> - _M_ Raven.Database/Bundles/Replication/Tasks/ReplicationTask.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-21(309)\n> - _M_ Raven.Database/Bundles/SqlReplication/SqlReplicationTask.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-22(22)\n> - _M_ Raven.Database/Config/InMemoryRavenConfiguration.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-23(33)\n> - _M_ Raven.Database/Config/StronglyTypedRavenSettings.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-24(10)\n> - _M_ Raven.Database/DocumentDatabase.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-25(231)\n> - _M_ Raven.Database/Extensions/DocDbExtensions.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-26(68)\n> - _M_ Raven.Database/Extensions/IndexingExtensions.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-27(7)\n> - _A_ Raven.Database/Impl/PutSerialLock.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-28(31)\n> - _D_ Raven.Database/Impl/Synchronization/DatabaseEtagSynchronizer.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-29(73)\n> - _D_ Raven.Database/Impl/Synchronization/EtagSynchronizer.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-30(135)\n> - _D_ Raven.Database/Impl/Synchronization/EtagSynchronizerType.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-31(15)\n> - _M_ Raven.Database/Indexing/AbstractIndexingExecuter.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-32(19)\n> - _M_\n>   Raven.Database/Indexing/AnonymousObjectToLuceneDocumentConverter.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-33(46)\n> - _M_ Raven.Database/Indexing/IndexToWorkOn.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-34(2)\n> - _M_ Raven.Database/Indexing/IndexingExecuter.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-35(35)\n> - _M_ Raven.Database/Indexing/ReducingExecuter.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-36(14)\n> - _M_ Raven.Database/Json/JsonPatcher.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-37(6)\n> - _M_ Raven.Database/Linq/AbstractTransformer.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-38(5)\n> - _M_ Raven.Database/Linq/PrivateExtensions/DynamicExtensionMethods.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-39(4)\n> - _M_ Raven.Database/Prefetching/Prefetcher.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-40(1)\n> - _M_ Raven.Database/Raven.Database.csprojhttps://github.com/ravendb/ravendb/pull/550/files#diff-41(4)\n> - _M_ Raven.Database/Server/HttpServer.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-42(41)\n> - _M_ Raven.Database/Storage/Esent/StorageActions/Documents.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-43(36)\n> - _M_ Raven.Database/Storage/Esent/StorageActions/Staleness.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-44(5)\n> - _M_ Raven.Database/Storage/Esent/TransactionalStorage.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-45(5)\n> - _M_ Raven.Database/Storage/IDocumentStorageActions.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-46(1)\n> - _M_ Raven.Database/Storage/ITransactionalStorage.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-47(1)\n> - _M_ Raven.Database/Storage/Managed/StalenessStorageActions.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-48(2)\n> - _M_ Raven.Database/Storage/Managed/TransactionalStorage.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-49(8)\n> - _M_ Raven.Database/Tasks/TouchMissingReferenceDocumentTask.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-50(9)\n> - _M_ Raven.Database/Util/PerformanceCountersManager.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-51(78)\n> - _M_ Raven.Database/Util/SequentialUuidGenerator.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-52(4)\n> - _M_ Raven.Setup.CustomActions/IISActions.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-53(17)\n> - _M_ Raven.Setup.CustomActions/Infrastructure/IIS/IIS6Manager.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-54(5)\n> - _M_\n>   Raven.Setup.CustomActions/Infrastructure/IIS/IIS7UpwardsManager.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-55(16)\n> - _M_ Raven.Setup.CustomActions/Infrastructure/IIS/IISManager.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-56(1)\n> - _M_ Raven.Setup/Components/IIS/IISConfiguration_CreateWebSite.wxshttps://github.com/ravendb/ravendb/pull/550/files#diff-57(10)\n> - _M_ Raven.Setup/Components/Service/Raven.Server.wxshttps://github.com/ravendb/ravendb/pull/550/files#diff-58(8)\n> - _M_ Raven.Setup/CustomActions/IIS.wxihttps://github.com/ravendb/ravendb/pull/550/files#diff-59(12)\n> - _M_ Raven.Setup/Raven.Setup.wixprojhttps://github.com/ravendb/ravendb/pull/550/files#diff-60(4)\n> - _M_ Raven.Setup/UI/Wizard.wxshttps://github.com/ravendb/ravendb/pull/550/files#diff-61(4)\n> - _M_ Raven.Studio/Commands/CreateDatabaseCommand.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-62(41)\n> - _M_ Raven.Studio/Commands/DeleteDatabaseCommand.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-63(4)\n> - _M_ Raven.Studio/Commands/SaveSettingsCommand.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-64(3)\n> - _M_ Raven.Studio/Controls/EncryptionSettings.xamlhttps://github.com/ravendb/ravendb/pull/550/files#diff-65(16)\n> - _M_ Raven.Studio/Models/PatchModel.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-66(2)\n> - _M_ Raven.Tests/App.confighttps://github.com/ravendb/ravendb/pull/550/files#diff-67(23)\n> - _A_ Raven.Tests/Bugs/DyanmicId.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-68(57)\n> - _M_ Raven.Tests/Indexes/Recovery/MapIndexRecoveryTests.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-69(7)\n> - _M_ Raven.Tests/Indexes/Recovery/MapReduceIndexRecoveryTests.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-70(1)\n> - _A_ Raven.Tests/Issues/RavenDB1369.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-71(292)\n> - _M_ Raven.Tests/Issues/RavenDB_1762.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-72(105)\n> - _A_ Raven.Tests/Issues/RavenDB_1820.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-73(101)\n> - _M_ Raven.Tests/Issues/RavenDB_689.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-74(27)\n> - _A_ Raven.Tests/Issues/RavenDb-1934.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-75(467)\n> - _A_ Raven.Tests/MailingList/RefreshModifiedDocument.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-76(110)\n> - _M_ Raven.Tests/Raven.Tests.csprojhttps://github.com/ravendb/ravendb/pull/550/files#diff-77(5)\n> - _D_ Raven.Tests/Synchronization/EtagSynchronizerTests.cshttps://github.com/ravendb/ravendb/pull/550/files#diff-78(176)\n> - _M_ Raven.Tests/packages.confighttps://github.com/ravendb/ravendb/pull/550/files#diff-79(8)\n> - _M_ Raven.Tryouts/app.confighttps://github.com/ravendb/ravendb/pull/550/files#diff-80(4)\n> - _M_ default.ps1https://github.com/ravendb/ravendb/pull/550/files#diff-81(38)\n> \n> Patch Links:\n> - https://github.com/ravendb/ravendb/pull/550.patch\n> - https://github.com/ravendb/ravendb/pull/550.diff\n> \n> ## \n> \n> Reply to this email directly or view it on GitHubhttps://github.com/ravendb/ravendb/pull/550\n> .\n"""
551,39646150,"b""No longer need this trigger, and no other advantages were found for it, so I'm withdrawing it.\n"""
552,41355610,"b'Pulled, thansk\n\n_Oren Eini_\n\nCEO\n\nMobile: + 972-52-548-6969\n\nOffice:  + 972-4-674-7811\n\nFax:      + 972-153-4622-7811\n\nOn Thu, Apr 24, 2014 at 4:35 PM, Cleve Littlefield <notifications@github.com\n\n> wrote:\n> \n> This is my first ever pull request, so please be kind. I appreciate all\n> tips where I messed up on proper protocol.\n> \n> This fix fixes http://issues.hibernatingrhinos.com/issue/RavenDB-2192,\n> when saving dynamic objects using async session, the behavior does not\n> match the sync behavior. The sync follows the documentation that the HiLo\n> generator is used to generate an id on the client. But Async does not\n> \n> ## generate this id and the id defaults to a new sequential Guid.\n> \n> You can merge this Pull Request by running\n> \n>   git pull https://github.com/cleverguy25/ravendb master\n> \n> Or view, comment on, or merge it at:\n> \n>   https://github.com/ravendb/ravendb/pull/552\n> Commit Summary\n> - Make async match sync when saving dynamic objects\n> \n> File Changes\n> - _M_ Raven.Client.Lightweight/Document/GenerateEntityIdOnTheClient.cshttps://github.com/ravendb/ravendb/pull/552/files#diff-0(35)\n> - _M_\n>   Raven.Client.Lightweight/Document/InMemoryDocumentSessionOperations.cshttps://github.com/ravendb/ravendb/pull/552/files#diff-1(2)\n> - _A_ Raven.Tests/Bugs/Async/DynamicGeneratedIds.cshttps://github.com/ravendb/ravendb/pull/552/files#diff-2(29)\n> - _M_ Raven.Tests/Raven.Tests.csprojhttps://github.com/ravendb/ravendb/pull/552/files#diff-3(1)\n> \n> Patch Links:\n> - https://github.com/ravendb/ravendb/pull/552.patch\n> - https://github.com/ravendb/ravendb/pull/552.diff\n> \n> \xe2\x80\x94\n> Reply to this email directly or view it on GitHubhttps://github.com/ravendb/ravendb/pull/552\n> .\n'"
547,41435596,"b""I see that you've already fixed the problem by moving to async/await which is a much simpler fix :)\n"""
553,41886408,"b'This generates too many conflicts when trying to pull from this.\nI manually did the merge to 3.0\n\n_Oren Eini_\n\nCEO\n\nMobile: + 972-52-548-6969\n\nOffice:  + 972-4-674-7811\n\nFax:      + 972-153-4622-7811\n\nOn Tue, Apr 29, 2014 at 7:31 PM, Gareth Thackeray\nnotifications@github.comwrote:\n\n> If you do\n> \n> LoadByUniqueConstraint<Foo>(arrayOfIds);\n> \n> foreach(var id in arrayOfIds) {\n>     LoadByUniqueConstraint<Foo>(id);\n> }\n> \n> You get a request for every Foo that does not exist. Using a Guid as the\n> ""id"" in this case is a useful hack that avoids having to line up 2 arrays,\n> but there is no need to generate a new Guid each time. Instead I\'ve just\n> \n> ## hardcoded a fixed Guid and we\'ll use this every time.\n> \n> You can merge this Pull Request by running\n> \n>   git pull https://github.com/gareththackeray/ravendb master\n> \n> Or view, comment on, or merge it at:\n> \n>   https://github.com/ravendb/ravendb/pull/553\n> Commit Summary\n> - Use fixed ""dummy id"" rather than generating a new one each time\n> \n> File Changes\n> - _M_\n>   Bundles/Raven.Client.UniqueConstraints/UniqueConstraintExtensions.cshttps://github.com/ravendb/ravendb/pull/553/files#diff-0(6)\n> \n> Patch Links:\n> - https://github.com/ravendb/ravendb/pull/553.patch\n> - https://github.com/ravendb/ravendb/pull/553.diff\n> \n> \xe2\x80\x94\n> Reply to this email directly or view it on GitHubhttps://github.com/ravendb/ravendb/pull/553\n> .\n'"
554,42272974,"b""Hi,\nI can't merge this with the master branch in github.com/ayende/ravendb\n\ncan you resubmit this PR?\n\n_Oren Eini_\n\nCEO\n\nMobile: + 972-52-548-6969\n\nOffice:  + 972-4-674-7811\n\nFax:      + 972-153-4622-7811\n\nOn Mon, May 5, 2014 at 2:16 PM, Cleve Littlefield\nnotifications@github.comwrote:\n\n> ## Improved support for dynamic tag names including Id generation.\n> \n> You can merge this Pull Request by running\n> \n>   git pull https://github.com/cleverguy25/ravendb Dynamic-Tag-Names\n> \n> Or view, comment on, or merge it at:\n> \n>   https://github.com/ravendb/ravendb/pull/554\n> Commit Summary\n> - Make async match sync when saving dynamic objects\n> - Support for custom tag names on dynamic objects, including id\n>   generation.\n> \n> File Changes\n> - _M_\n>   Raven.Client.Lightweight/Document/AsyncMultiTypeHiLoKeyGenerator.cshttps://github.com/ravendb/ravendb/pull/554/files#diff-0(2)\n> - _M_ Raven.Client.Lightweight/Document/BulkInsertOperation.cshttps://github.com/ravendb/ravendb/pull/554/files#diff-1(2)\n> - _M_ Raven.Client.Lightweight/Document/DocumentConvention.cshttps://github.com/ravendb/ravendb/pull/554/files#diff-2(40)\n> - _M_ Raven.Client.Lightweight/Document/DocumentStore.cshttps://github.com/ravendb/ravendb/pull/554/files#diff-3(2)\n> - _M_ Raven.Client.Lightweight/Document/GenerateEntityIdOnTheClient.cshttps://github.com/ravendb/ravendb/pull/554/files#diff-4(35)\n> - _M_\n>   Raven.Client.Lightweight/Document/InMemoryDocumentSessionOperations.cshttps://github.com/ravendb/ravendb/pull/554/files#diff-5(4)\n> - _M_ Raven.Client.Lightweight/Document/MultiTypeHiLoKeyGenerator.cshttps://github.com/ravendb/ravendb/pull/554/files#diff-6(2)\n> - _M_ Raven.Client.Lightweight/Shard/ShardedDocumentStore.cshttps://github.com/ravendb/ravendb/pull/554/files#diff-7(2)\n> - _A_ Raven.Tests/Bugs/Async/DynamicGeneratedIds.cshttps://github.com/ravendb/ravendb/pull/554/files#diff-8(50)\n> - _M_ Raven.Tests/Document/ClientKeyGeneratorTests.cshttps://github.com/ravendb/ravendb/pull/554/files#diff-9(22)\n> - _M_ Raven.Tests/Raven.Tests.csprojhttps://github.com/ravendb/ravendb/pull/554/files#diff-10(1)\n> \n> Patch Links:\n> - https://github.com/ravendb/ravendb/pull/554.patch\n> - https://github.com/ravendb/ravendb/pull/554.diff\n> \n> \xe2\x80\x94\n> Reply to this email directly or view it on GitHubhttps://github.com/ravendb/ravendb/pull/554\n> .\n"""
