pull_id,pull_no,title,body
591555128,4991,b'test tensorflow test hanging',"b""We are excited to review your PR.\r\n\r\nSo we can do the best job, please check:\r\n\r\n- [ ] There's a descriptive title that will make sense to other developers some time from now. \r\n- [ ] There's associated issues. All PR's should have issue(s) associated - unless a trivial self-evident change such as fixing a typo. You can use the format `Fixes #nnnn` in your description to cause GitHub to automatically close the issue(s) when your PR is merged.\r\n- [ ] Your change description explains what the change does, why you chose your approach, and anything else that reviewers should know.\r\n- [ ] You have included any necessary tests in the same PR.\r\n\r\n"""
591498284,4990,b'trouble shoot ssaforecast',"b""We are excited to review your PR.\r\n\r\nSo we can do the best job, please check:\r\n\r\n- [ ] There's a descriptive title that will make sense to other developers some time from now. \r\n- [ ] There's associated issues. All PR's should have issue(s) associated - unless a trivial self-evident change such as fixing a typo. You can use the format `Fixes #nnnn` in your description to cause GitHub to automatically close the issue(s) when your PR is merged.\r\n- [ ] Your change description explains what the change does, why you chose your approach, and anything else that reviewers should know.\r\n- [ ] You have included any necessary tests in the same PR.\r\n\r\n"""
591454369,4989,b'Added the assembly name of the custom transform to the model file',"b'Fixes #4965 \r\nRight now when a custom transformer is used, the model file retains the name of the transformer as a string. This is not enough information to re-instantiate the custom transformer when the model is loaded from file. If the assembly containing the custom transformer is not already registered with the component catalog, then the model will fail to load. \r\nTo fix this, I have incremented the model version and am now saving the assembly name of the transform with the model. \r\n'"
591359897,4988,b'enable and disable tests',"b""We are excited to review your PR.\r\n\r\nSo we can do the best job, please check:\r\n\r\n- [ ] There's a descriptive title that will make sense to other developers some time from now. \r\n- [ ] There's associated issues. All PR's should have issue(s) associated - unless a trivial self-evident change such as fixing a typo. You can use the format `Fixes #nnnn` in your description to cause GitHub to automatically close the issue(s) when your PR is merged.\r\n- [ ] Your change description explains what the change does, why you chose your approach, and anything else that reviewers should know.\r\n- [ ] You have included any necessary tests in the same PR.\r\n\r\n"""
590777775,4985,b'fix benchmark test hanging issue',"b""benchmark test is hanging sometime on dotnet core 3.0 and 3.1 like below:\r\nhttps://dev.azure.com/dnceng/public/_build/results?buildId=568308&view=logs&j=11c3dbcc-a5f4-5edd-335b-a8af5aa47d46&t=42ea9add-ee54-581f-d033-310ec15a7ff0\r\nhttps://dev.azure.com/dnceng/public/_build/results?buildId=565081&view=logs&j=11c3dbcc-a5f4-5edd-335b-a8af5aa47d46&t=42ea9add-ee54-581f-d033-310ec15a7ff0\r\nhttps://dev.azure.com/dnceng/public/_build/results?buildId=563397&view=logs&j=11c3dbcc-a5f4-5edd-335b-a8af5aa47d46&t=42ea9add-ee54-581f-d033-310ec15a7ff0\r\n\r\n\r\nthe reason of hanging is explained in comments like below:\r\n        // Don't use BaseTestClass's GetDataPath method instead for benchmark.\r\n        // BaseTestClass's static constructor is not guaranteed to be called before\r\n        // benchmark running (depending on CLR version this has different behaviour).\r\n        // The problem with executing BaseTestClass's static constructor when benchmark\r\n        // is running is it sometime cause process hanging when the constructor trying \r\n        // to load MKL, this is related to below issue:\r\n        // https://github.com/dotnet/machinelearning/issues/1073\r\n"""
590683567,4984,b'Remove March survey link',"b""We are excited to review your PR.\r\n\r\nSo we can do the best job, please check:\r\n\r\n- [x] There's a descriptive title that will make sense to other developers some time from now. \r\n- [x] There's associated issues. All PR's should have issue(s) associated - unless a trivial self-evident change such as fixing a typo. You can use the format `Fixes #nnnn` in your description to cause GitHub to automatically close the issue(s) when your PR is merged.\r\n- [x] Your change description explains what the change does, why you chose your approach, and anything else that reviewers should know.\r\n- [x] You have included any necessary tests in the same PR.\r\n\r\n"""
590674449,4983,"b'Remove survey link, clean up README'","b""We are excited to review your PR.\r\n\r\nSo we can do the best job, please check:\r\n\r\n- [ ] There's a descriptive title that will make sense to other developers some time from now. \r\n- [ ] There's associated issues. All PR's should have issue(s) associated - unless a trivial self-evident change such as fixing a typo. You can use the format `Fixes #nnnn` in your description to cause GitHub to automatically close the issue(s) when your PR is merged.\r\n- [ ] Your change description explains what the change does, why you chose your approach, and anything else that reviewers should know.\r\n- [ ] You have included any necessary tests in the same PR.\r\n\r\n"""
589503938,4979,b'try fix benchmark hanging',"b""We are excited to review your PR.\r\n\r\nSo we can do the best job, please check:\r\n\r\n- [ ] There's a descriptive title that will make sense to other developers some time from now. \r\n- [ ] There's associated issues. All PR's should have issue(s) associated - unless a trivial self-evident change such as fixing a typo. You can use the format `Fixes #nnnn` in your description to cause GitHub to automatically close the issue(s) when your PR is merged.\r\n- [ ] Your change description explains what the change does, why you chose your approach, and anything else that reviewers should know.\r\n- [ ] You have included any necessary tests in the same PR.\r\n\r\n"""
589427250,4978,b'Fixed & Reactivated AutoFitImageClassificationTrainTest hanging by freeing old Tensor objects',"b'`AutoFitImageClassificationTrainTest` is occasionally hanging, even after PR #4939 . The issue here is that Tensor objects saved in `ITransformer model` (now renamed as \'estimatorModel`) are not being automatically freed by C#\'s Garbage Collector, as these Tensor objects are made in TensorFlow\'s C libraries. \r\n\r\n**Edited on 4/9/2020**: This PR makes ExperimentResult and CrossValidationExperimentResult implements IDisposable to free remaining C Tensor objects in memory in a deterministic manner. This method of freeing these objects ensures the user will not face null-reference/use-after-free errors when trying to access the model, as this clean up is done after GC runs.\r\n\r\n**Edited on 4/9/2020**: I confirmed that this fixes the hanging ""out of memory"" and/or ""long running test"" issues by running `AutoFitImageClassificationTrainTest` for 100 iterations, in addition to running all the other unit tests in [this build](https://dev.azure.com/dnceng/public/_build/results?buildId=595447&view=logs&j=9dffbc46-9322-5a58-fb37-6d66c044e90d&t=11098bf6-eb78-583b-8eab-f14f48444a6b). In all of these builds, none of the issues described occur. These builds all time-out because running 100 iterations of `AutoFitImageClassificationTrainTest` takes more than 1 hour.\r\n\r\nI have also reactivated the `AutoFitImageClassificationTrainTest` unit test with this fix.\r\n\r\n**Edit: **'"
588685807,4976,b'Updated constructor of ImageLoadingTransformer to accept empty imageFolder paths',"b'In certain ML.NET/ONNX samples, the provided path for the directory containing images for loading may be empty, and output the following exception:\r\n\r\n> System.ArgumentException: Directory """" does not exist.\r\n\r\nThis PR is so that the provided imageFolder path that is provided to the constructor of `ImageLoadingTransformer` may be null **or empty**.'"
588055996,4974,b'Fixes OneHotEncoding Issue',"b""OneHotEncoding always increases the dimension by one, which is causing issues with Nimbus.\r\nSee: https://github.com/microsoft/NimbusML/issues/472\r\n\r\n- Added shape info to make models more easy to read\r\n- Replaced ReduceSum with Squeeze (makes more sense imo)\r\n- Isolated KeyToVector test to verify several outputKind modes - Skipping OneHotEncodingEstimator.OutputKind.Binary for now, since this mode is not working and it'll require implementation of KeyToBinaryVector """
588019759,4973,b'Disabled AutoFitImageClassificationTrainTest for test stability',"b'Disabled `AutoFitImageClassificationTrainTest `from runs on CI, as it continues to hang on builds.\r\n'"
587899751,4972,b'Simplify CodeGen - phase 2',b'This PR includes the following updates in CodeGen\r\n- switch train and evaluate order in ModelBuilder.cs. linked issue: [Train and Evaluate order](https://github.com/dotnet/machinelearning-modelbuilder/issues/421)\r\n- filter out ignored cols in programs.cs when printing column value to console. linked issue: [Filter out columns that in ignore-col in console output](https://github.com/dotnet/machinelearning-modelbuilder/issues/580)'
587689159,4971,b'[WIP] Avoid propagating some input columns when applying Onnx models',"b'The goal of this PR is to:\r\n1. Fix #4970 regarding `ColumnSelectingTransformer` onnx exported models not working as expected when applying it with ML.NET\r\n2. Avoid propagating the input columns through an `OnnxTransformer`. This is a new requirement that was discussed offline with @harishsk . The idea is that the output schema of the onnxtransformer should contain `only` a column for each output of the onnx model. Until now, since OnnxTransformer is a `RowToRowTransformer`, the input schema was propagated to the output.\r\n\r\nFixing point number 2 would actually fix point number 1, given the way that the onnx export works today for `ColumnSelectingTransformer `(where the dropped columns are removed from the onnx model output inside the onnx graph).\r\n\r\n'"
587342172,4969,b'Skip hanging TensorFlowImageClassificationEarlyStopping on Linux',b'The unit test `TensorFlowImageClassificationEarlyStopping`occasionally hangs on Linux builds. This PR is so that `TensorFlowImageClassificationEarlyStopping` is skipped on these builds.'
587321198,4968,b'upgrade benchmark dotnet package to latest version',"b'As we have upgrade CI run from netcore 3.0 to netcore 3.1, we need also to upgrade benchmark dotnet to latest version which has netcore 3.1 support\r\n\r\n'"
587228816,4967,b'Updated build docs for .NET Core 3.1',"b'Updated Windows and Unix build docs for .NET Core 3.1.\r\n\r\nSome specific things to note:\r\n\r\n- In addition to other platforms, .NET Core 3.1 supports Ubuntu **16.04**+ and macOS 10.13 (High Sierra)\r\n- Visual Studio 2019 Version **16.4 or higher** is needed for .NET Core 3.1.\r\n- /src files always build on both `netstandard2.0 `and `netcoreapp3.1`, and /tests only build on one target framework at a time: `netcoreapp2.1`, `net461 `or `netcoreapp3.1`'"
587180719,4966,"b""Updated OnnxScoringEstimator's documentation""","b""PR #4919 changed the way users should work with the Onnxruntime's nugets, now they should include either Onnxruntime or Onnxruntime.Gpu nuget along the OnnxTransformer one.\r\n\r\nI also updated a couple of other things that weren't right anymore.\r\n\r\nPlease, let me know it I should update the docs anywhere else.\r\n\r\nFixes #4872 """
586583823,4963,b'Fixes multiclass logistic regression',"b'Fixes dimension bug for MulticlassLogisticRegression and SdcaMaximumEntropy in Nimbus (https://github.com/microsoft/NimbusML/issues/473)\r\nUnsqueeze was adding dimension 0 to the label tensor - to get shape (1,#samples), instead of the expected shape (#samples, 1).'"
586517759,4962,b'enable 2 tests',b'these 2 tests not failed on full test set for 30 days so enable them:\r\nMulticlassLRTest\r\nBinaryClassifierLogisticRegressionBinNormTest\r\n\r\nhttps://dev.azure.com/dnceng/public/_test/analytics?definitionId=707&contextType=build\r\n'
585995175,4959,b'Suxi/refine code',b'test'
585686510,4957,b'Fixed path to Procdump files',b'Small bug fix in PowerShell command on the exact location where Procdump files are downloaded. The unzipping of a .zip file with `Expand-Archive` does not make a new folder specifically for the .zip file.'
585478512,4956,b'Created using Colaboratory',"b""We are excited to review your PR.\r\n\r\nSo we can do the best job, please check:\r\n\r\n- [x] There's a descriptive title that will make sense to other developers some time from now. \r\n- [ ] There's associated issues. All PR's should have issue(s) associated - unless a trivial self-evident change such as fixing a typo. You can use the format `Fixes #nnnn` in your description to cause GitHub to automatically close the issue(s) when your PR is merged.\r\n- [ ] Your change description explains what the change does, why you chose your approach, and anything else that reviewers should know.\r\n- [ ] You have included any necessary tests in the same PR.\r\n\r\n"""
584754079,4955,b'Updated paths to test/sample datasets to local paths',"b'There are a lot of datasets/sample files that are downloaded from previous commits through ""raw.githubusercontent"" links. Almost all of these datasets are already available locally in the `test/data` directory. This PR edits references to these datasets so that they are no longer downloaded, and instead simply referred to locally.\r\n\r\nAlso added one dataset (`adult.txt`, 3.67 MB) that was downloaded from a ""raw.githubusercontent"" link. This dataset is small enough to be in `test/data` (biggest local dataset in ""test/data"" is `taxi-fare-train.csv` (24.9 MB).'"
584001656,4953,b'test for benchmark test hanging',"b""We are excited to review your PR.\r\n\r\nSo we can do the best job, please check:\r\n\r\n- [ ] There's a descriptive title that will make sense to other developers some time from now. \r\n- [ ] There's associated issues. All PR's should have issue(s) associated - unless a trivial self-evident change such as fixing a typo. You can use the format `Fixes #nnnn` in your description to cause GitHub to automatically close the issue(s) when your PR is merged.\r\n- [ ] Your change description explains what the change does, why you chose your approach, and anything else that reviewers should know.\r\n- [ ] You have included any necessary tests in the same PR.\r\n\r\n"""
583555577,4951,b'Pin hash in DownloadTensorFlowSentimentModel()',"b'Changes `DownloadTensorFlowSentimentModel()` to download from a specific commit ID instead of master of the dotnet/machinelearning-testdata repo.\r\n\r\nOtherwise older versions of the ML.NET code will break when the remote repo is reorganized, or the files renamed.\r\n\r\nFurther explanation in comment below: https://github.com/dotnet/machinelearning/pull/4951#discussion_r395213145'"
583494501,4950,b'fix race condition for test MulticlassTreeFeaturizedLRTest',"b'method in TreeEnsembleFeaturizerTransform will be called from multi-threading, make variable ""temp"" as local variable to avoid race condition.'"
583379348,4949,b'Add allowBinary Flag to internal columnInference ',"b""Add allowBinary flag to internal columnInference API. to stop parsing label as `Boolean` type when it's not binary experiment."""
583013577,4946,b'Add new mode to get margin for SR anomaly detector',"b"" #4958 We are excited to review your PR.\r\n\r\nSo we can do the best job, please check:\r\n\r\n- [ ] There's a descriptive title that will make sense to other developers some time from now. \r\n- [ ] There's associated issues. All PR's should have issue(s) associated - unless a trivial self-evident change such as fixing a typo. You can use the format `Fixes #nnnn` in your description to cause GitHub to automatically close the issue(s) when your PR is merged.\r\n- [ ] Your change description explains what the change does, why you chose your approach, and anything else that reviewers should know.\r\n- [ ] You have included any necessary tests in the same PR.\r\n\r\n"""
580931672,4943,b'Fixed and Added unit tests for EnsureResourceAsync hanging issue',"b'Fixed EnsureResourceAsync by removing the helper function ResourceManagerUtils.CheckValidDownload and by using WebClientResponseUri (an extension of WebClient). Also added unit test for EnsureResourceAsync.\r\n\r\nResourceManagerUtils.EnsureResourceAsync(...) appends the relative URL of a resource to the $MlNetResourcesUrl environment variable (equal to ""https://aka.ms/mlnet-resources/"" by default).\r\n\r\nhttps://github.com/dotnet/machinelearning/blob/cdb1e4b38308d9256cbde9e740a14b3bc7d64c2f/src/Microsoft.ML.Core/Utilities/ResourceManagerUtils.cs#L34\r\n\r\nFor example, this occurs in the unit test WordEmbeddingsTest.TestWordEmbeddings(), where `sentimend.emd` is downloaded from https://aka.ms/mlnet-resources/Text/Sswe/sentiment.emd .\r\n\r\nThere is a possibility of this combined URL not correctly pointing to a resource, which is why this CheckValidDownload function exists:\r\n\r\nhttps://github.com/dotnet/machinelearning/blob/cdb1e4b38308d9256cbde9e740a14b3bc7d64c2f/src/Microsoft.ML.Core/Utilities/ResourceManagerUtils.cs#L168-L184\r\n\r\nThis function was not correctly warning that the HTML of www.microsoft.com was downloaded (instead of an intended data file), as the size of microsoft.com is bigger than 4 kilobytes, and the site should have the sub-strings <head and <body (not <head> and <body>).'"
580904660,4942,b'Fixes KMeans scoring differences between ORT and OnnxRunner',"b""The KMeans ORT score predictions were off because batches were not being handled correctly. \r\nThere is still an issue because Nimbus produces int32 predictions, when they should be uint32, since ML.NET returns key values, but I plan on working on that separately, since it's probably a Nimbus bug. \r\n\r\n"""
580804713,4941,b'Add see also section to TensorFlowEstimator docs',b'Fixes #4932 '
580714924,4940,b'Fix xrefs in the LDSVM trainer docs',b'\r\n'
580137617,4939,b'Added IDisposable support for several classes',b'We have had a lot of instability in the Tensorflow tests. At least one of the issues has to do with memory leaks from ImageClassificationTrainer which holds references to the Tensorflow session and graphs. In order to fix this I have added IDisposable support for several of the classes involved in this scenario and fixed up the tests to call Dispose at the end of the tests.'
579736111,4938,b'Added working version of checking whether file is available for access',"b""Recently AutoFitRegressionTest() and AutoFitBinaryTest() have been failing occasionally on our MachineLearning-Full CI builds with the error:\r\n\r\n> System.IO.IOException : The process cannot access the file 'D:\\a\\1\\s\\bin\\AnyCPU.Debug\\Microsoft.ML.AutoML.Tests\\netcoreapp2.1\\...dataset' because it is being used by another process.\r\n> \r\n> Stack trace\r\n>    at System.IO.FileStream.ValidateFileHandle(SafeFileHandle fileHandle)\r\n>    at System.IO.FileStream.CreateFileOpenHandle(FileMode mode, FileShare share, FileOptions options)\r\n>    at System.IO.FileStream..ctor(String path, FileMode mode, FileAccess access, FileShare share, Int32 bufferSize, FileOptions options)\r\n>    at System.IO.FileStream..ctor(String path, FileMode mode, FileAccess access, FileShare share)\r\n>    at Microsoft.ML.AutoML.TextFileSample.CreateFromFullFile(String path) in D:\\a\\1\\s\\src\\Microsoft.ML.AutoML\\ColumnInference\\TextFileSample.cs:line 76\r\n>  ...\r\n\r\n(Specific errors for [AutoFitRegressionTest ](https://dev.azure.com/dnceng/public/_build/results?buildId=555337&view=logs&j=dd8eddb6-ecc6-5f65-73e6-df90e5693b94&t=5b4b90b5-382b-59ee-45ec-a64c47991239&l=202)and [AutoFitBinaryTest](https://dev.azure.com/dnceng/public/_build/results?buildId=545476&view=logs&j=41509eb4-74ce-5e57-61b4-bdf74b39e7c1&t=dbdc2969-5b98-5c39-1328-31d4a2fdc45e&l=286) from CI builds)\r\n\r\nThis indicates that the .dataset file that is trying to be reached still has a lock on it, and is not yet ready for accessing. The current method of checking whether this file is ready to be accessed (checking `new FileInfo(dataFile).Length > 0` is not sufficient. \r\n\r\nThe fix below remedies this by obtaining these dataset files from the local `test/data` path, and thereby eliminating the possibility of download locks. This fix also does the same for other datasets that are available locally that were being downloaded from a commit before, so that similar file lock issues for those datasets can be avoided as well."""
579681677,4936,b'Updated version to 1.5.0-preview3',b''
579653089,4935,b'Nightlybuild fix',"b'several issue here:\r\n1. delete useless folder to avoid no disk space\r\n2. add missing dependency for nightly build\r\n3. fix LD_LIBRARY_PATH for CentOS to set proper native reference path\r\n4. increase build time, seems it takes more time now for net core 3.0 to build'"
579469782,4934,b'Improved documentation for LdSvmTrainer',"b'Adds explanation of the algorithm, moves details to remarks, adds references to samples.'"
579104390,4931,b'Added hanging test mem dump feature',b'Added the option to automatically collect memory dumps on hanging and crashing tests through VSTest Tasks and ProcDump.\r\n\r\nAlso added a section in the developer guide explaining the process to collecting memory dumps from CI builds.'
578891508,4930,"b'Debugging hanging tests [Draft, WIP]'",b''
578885494,4929,b'add back lightgbm crash mitigation',"b'we are seeing several crash so there might be more issue there, will remove this mitigation if we root cause and fix other remaining issue within lightgbm test\r\n\r\n\r\n'"
578821017,4928,b'Fix for MulticlassNaiveBayesTrainer export to Onnx',"b""- Adding support for a batch input dimension\r\n- While ML.NET doesn't use this batch dimension, ORT does.  \r\n"""
578394306,4927,b'fix LdaWorkoutEstimatorCore',"b'fix LdaWorkoutEstimatorCore test.\r\n\r\nresetRandomGenerator needs to be true here as multiple compare will be performed later. \r\nIn lda_engine, a queue of samples with size of (num_of_threads - 2) will be created at first, each time a compare is performed the internal status of one sample (random number: rng_) is changed, so if size of queue is smaller the number of compare performed (in local workstation we have 12 cores thus the issue is not reproduced), dirty data will be used again for calculation and cause issue. set resetRandomGenerator to true will reset the random number rng_ every time before lda calculation thus fix the issue.'"
578280343,4925,b'add root cause localization transformer',b'The goal of this pull request is to provide a decision tree based algorithm to localize the root cause of an incident on multi-dimensional time series on a specified timestamp.\r\n\r\n- [ ] Fixes #4960 .\r\n\r\n\r\n'
578260111,4924,b'Tensorflow crash issue',"b""We are excited to review your PR.\r\n\r\nSo we can do the best job, please check:\r\n\r\n- [ ] There's a descriptive title that will make sense to other developers some time from now. \r\n- [ ] There's associated issues. All PR's should have issue(s) associated - unless a trivial self-evident change such as fixing a typo. You can use the format `Fixes #nnnn` in your description to cause GitHub to automatically close the issue(s) when your PR is merged.\r\n- [ ] Your change description explains what the change does, why you chose your approach, and anything else that reviewers should know.\r\n- [ ] You have included any necessary tests in the same PR.\r\n\r\n"""
577092182,4922,b'Add hasHeader flag in ColumnInference function',"b""### This change will only affect the internal API.\r\n\r\nwhen hasHeader is true, AutoML will use the column name from dataset's header to indicate label/userId/itemId. else, it will use the default column name `col{i}` to indicate those information"""
576588062,4921,b'test LdaWorkoutEstimatorCore',"b""We are excited to review your PR.\r\n\r\nSo we can do the best job, please check:\r\n\r\n- [ ] There's a descriptive title that will make sense to other developers some time from now. \r\n- [ ] There's associated issues. All PR's should have issue(s) associated - unless a trivial self-evident change such as fixing a typo. You can use the format `Fixes #nnnn` in your description to cause GitHub to automatically close the issue(s) when your PR is merged.\r\n- [ ] Your change description explains what the change does, why you chose your approach, and anything else that reviewers should know.\r\n- [ ] You have included any necessary tests in the same PR.\r\n\r\n"""
575840698,4919,b'Update to Onnxruntime 1.2 and reenable its support for GPU',"b'Update dependencies in ML.NET for Onnxruntime.Managed 1.2 and reenable GPU support.\r\n\r\nFrom now on OnnxTransformer will take a dependency on OnnxRuntime.Managed nuget, instead of OnnxRuntime. And users of ML.NET will have the ability to either use OnnxRuntime nuget (for CPU) or OnnxRuntime.Gpu nuget, depending if they want their onnx models to be applied using cpu or gpu. All of these, according to the changes that were suggested and implemented on https://github.com/microsoft/onnxruntime/issues/2184\r\n\r\nNotice that in # #4416 support for GPU was disabled because of changes in onnxruntime nugets, and in here that same code is reenabled.'"
575808706,4918,b'LightGBM Crash issue',"b'https://github.com/microsoft/LightGBM/issues/2820\r\n\r\nLightGBM has dependency on OpenMP multi-threading library. In our tests we are setting number of threads to be 1 for LightGBM and LightGBM also sets OpenMP to use only 1 thread. While OpenMP is also used by other native libraries and they also tend to set number of threads for OpenMP to use (by default this is number of cores, in our case it is 2 as we are using https://docs.microsoft.com/en-us/azure/virtual-machines/dv2-dsv2-series#dsv2-series). This setting(number of threads) is global in process and cause LightGBM referencing OpenMP from single threads to multi-threads. LightGBM is using number of threads for indexing and thus cause index out of range in native code and crash the process.\r\n\r\nBy this fix, we are not force single threading when run LightGBM related tests thus default behavior is applied and all the libraries use same number of threads for OpenMP.\r\n\r\nIdealy LightGBM better not to rely number of threads to do indexing as this setting is global and likely be override by other library.'"
575066433,4913,"b""Update ConsumeModel.cs to enhance it's performance when being called for multiple times""","b'#### Sample Code\r\n\r\n``` c#\r\n// This file was auto-generated by ML.NET Model Builder. \r\n\r\nusing System;\r\nusing System.Collections.Generic;\r\nusing System.Linq;\r\nusing System.Text;\r\nusing Microsoft.ML;\r\nusing Test.Model;\r\n\r\nnamespace Test.Model\r\n{\r\n    public class ConsumeModel\r\n    {\r\n        private static Lazy<PredictionEngine<ModelInput, ModelOutput>> PredictionEngine = new Lazy<PredictionEngine<ModelInput, ModelOutput>>(CreatePredictionEngine);\r\n\r\n        // For more info on consuming ML.NET models, visit https://aka.ms/model-builder-consume\r\n        // Method for consuming model in your app\r\n        public static ModelOutput Predict(ModelInput input)\r\n        {\r\n            ModelOutput result = PredictionEngine.Value.Predict(input);\r\n            return result;\r\n        }\r\n\r\n        public static PredictionEngine<ModelInput, ModelOutput> CreatePredictionEngine()\r\n        {\r\n            // Create new MLContext\r\n            MLContext mlContext = new MLContext();\r\n\r\n            // Register LabelMapping\r\n            mlContext.ComponentCatalog.RegisterAssembly(typeof(LabelMapping).Assembly);\r\n\r\n            // Load model & create prediction engine\r\n            string modelPath = @""\\path\\to\\model"";\r\n            ITransformer mlModel = mlContext.Model.Load(modelPath, out var modelInputSchema);\r\n            var predEngine = mlContext.Model.CreatePredictionEngine<ModelInput, ModelOutput>(mlModel);\r\n\r\n            return predEngine;\r\n        }\r\n    }\r\n}\r\n```\r\n\r\n#### Related Issue\r\n- [Simplify CodeGen](https://app.zenhub.com/workspaces/mlnet-tools-5cde1c97e3106e39e8ae08fc/issues/dotnet/machinelearning-modelbuilder/558)'"
574478910,4908,b'Debugging Test PR',b'Draft PR for general debugging on CI builds.'
574342206,4907,b'Use inline training data in generated Console Project file.',"b'### Code Sample\r\n\r\n``` c#\r\n// This file was auto-generated by ML.NET Model Builder. \r\n\r\nusing System;\r\nusing SampleRecommendation.Model;\r\n\r\nnamespace SampleRecommendation.ConsoleApp\r\n{\r\n    class Program\r\n    {\r\n        static void Main(string[] args)\r\n        {\r\n            // Create single instance of sample data from first line of dataset for model input\r\n            ModelInput sampleData = new ModelInput()\r\n            {\r\n                UserId = 1,\r\n                MovieId = 1,\r\n                Timestamp = 9.649827E+08F,\r\n            };\r\n\r\n            // Make a single prediction on the sample data and print results\r\n            var predictionResult = ConsumeModel.Predict(sampleData);\r\n\r\n            Console.WriteLine(""Using model to make single prediction -- Comparing actual Rating with predicted Rating from sample data...\\n\\n"");\r\n            Console.WriteLine($""userId: {sampleData.UserId}"");\r\n            Console.WriteLine($""movieId: {sampleData.MovieId}"");\r\n            Console.WriteLine($""timestamp: {sampleData.Timestamp}"");\r\n            Console.WriteLine($""\\n\\nActual Rating: {sampleData.Rating} \\nPredicted Rating: {predictionResult.Score}\\n\\n"");\r\n            Console.WriteLine(""=============== End of process, hit any key to finish ==============="");\r\n            Console.ReadKey();\r\n        }\r\n    }\r\n}\r\n```\r\n\r\n\r\n#### Fix issue\r\n- [Simply CodeGen](https://app.zenhub.com/workspaces/mlnet-tools-5cde1c97e3106e39e8ae08fc/issues/dotnet/machinelearning-modelbuilder/558) ( Item 1 )\r\n'"
573077419,4904,b'Calculate ReduceSum row by row in ONNX model from OneVsAllTrainer',"b""There's a bug with the ONNX models exported from `OneVsAllTrainers` that have `OutputFormula = OutputFormula.Softmax`. (Notice that to the best of my knowledge, only a LightGBM multiclass trainer that had `useSoftmax = true` would have such an `OutputFormula`).\r\n\r\nProblem was that the SoftMax (particularly the `ReduceSum` part of it) would be applied by summing the whole input batch, instead of doing separate sums for each row. This PR fixes that.\r\n\r\nNotice that this error wasn't presented in our tests, since the `OnnxTransformer` which applies the ONNX model, actually process one row at a time, so the batch would always consist of one row. When trying to use this model directly with OnnxRuntime API (without the `OnnxTransformer`), then this problem appeared."""
572537582,4902,b'test benchmark test hanging',"b""We are excited to review your PR.\r\n\r\nSo we can do the best job, please check:\r\n\r\n- [ ] There's a descriptive title that will make sense to other developers some time from now. \r\n- [ ] There's associated issues. All PR's should have issue(s) associated - unless a trivial self-evident change such as fixing a typo. You can use the format `Fixes #nnnn` in your description to cause GitHub to automatically close the issue(s) when your PR is merged.\r\n- [ ] Your change description explains what the change does, why you chose your approach, and anything else that reviewers should know.\r\n- [ ] You have included any necessary tests in the same PR.\r\n\r\n"""
572317106,4900,b'Added boolean support for KeyToValue and ValueToKey',b'\r\n\r\n'
571782145,4899,"b'Misc doc/sample fixes, improvements, and typos'","b'Misc doc/sample improvements, fixes, and typos.\r\n\r\nFixes #2655 \r\nFixes #3627 \r\nFixes #3927 \r\nFixes #3841 \r\nFixes #4898 \r\nFixes #3407 \r\n\r\nPartially addresses #3891\r\n\r\nRelated #4119 \r\nAnd a few minor fixes.\r\n\r\nMore to come.'"
571739800,4897,b'upgrade hosted mac agent pool to use new version of mac os',"b'current version of mac os will be out of support at March 23, 2020, move to new version:\r\n\r\nhttps://devblogs.microsoft.com/devops/removing-older-images-in-azure-pipelines-hosted-pools/'"
571713642,4896,b'disable test parallelization for ML.Test assembly to avoid crash',"b""In ML.Tests assembly, when some tests run in parallel, there are chance the host process will crash due to below exception: \r\nThe thread tried to read from or write to a virtual address for which it does not have the appropriate access.\r\nUnhandled exception at 0x00007FFA70E7B049 (ntdll.dll) in dotnet.exe.12884.dmp: 0xC0000374: A heap has been corrupted (parameters: 0x00007FFA70EE27F0).\r\n\r\nLooked into this error in detail, they come from LightGBM/OnnxRuntime dll we are referencing, seems like null pointer error during object finalization. \r\n![image](https://user-images.githubusercontent.com/55860649/75403422-8f548b80-58bc-11ea-8444-eb48027567fa.png)\r\n\r\nThese crash issue can be mitigated if we disable test parallelization. At the meantime, I'm contacting LightGBM and OnnxRuntime team to take a deeper look, maybe they should do null pointer check at their end.\r\n\r\nBelow are combination of tests run in parallel likely to cause crash, there maybe more:\r\nLightGBMBinaryEstimatorUnbalanced and BinaryClassificationTrainersOnnxConversionTest\r\nLightGBMRegressorEstimator and BinaryClassificationTrainersOnnxConversionTest\r\nLightGBMBinaryEstimatorUnbalanced and TestSGDBinary\r\nLightGBMBinaryEstimatorUnbalanced and CommandLineOnnxConversionTest\r\nLightGBMBinaryEstimatorCorrectSigmoid and MulticlassConfusionMatrixSlotNames\r\nIrisVectorLightGbmWithLoadColumnName and PlattCalibratorOnnxConversionTest\r\n"""
571590434,4893,b'Debugging hanging AutoFitImageClassificationTrainTest',"b'Will be using this draft PR for general debugging purposes on CI\r\n\r\nNotes:\r\nWindows builds have 7,168 MBs of RAM'"
571125147,4891,b'Fixes to onnx export for text related transforms',b'and MultiClassLogisicRegression\r\n\r\n'
571102380,4890,b'Enabling SavePipeExponentialAverage test',"b'This PR  re-enables the test `SavePipeExponentialAverage`, as the race condition/WaiterWaiter bug was fixed in PR #4829.'"
570931760,4889,b'Added Onnx ValueToKey and KeyToValue support for more int types',b''
