pull_no,comment_no,comment_body
1591,139505592,b'This should also handle VB correctly.'
1602,140880673,"b""This means we're no longer using a master version of the SDK with the master version of the CLI?  Shouldn't we merge release/2.0-vs and release/2.0.0 into master in the SDK, then use that version of the SDK here?  Or can we not do that right now because signing is down?"""
1603,140908127,"b""Yes, I think @nguerrera is right, and the logic we want is:\r\n\r\n- If targeting bundled target framework version of .NET Standard, then use the bundled version of the package\r\n- If targeting a version of .NET Standard less than 2.0, then use version 1.6.1 of the package.\r\n- Otherwise, use the latest stable version of the package (currently 2.0.0)\r\n\r\nThis means that when there's eventually a .NET Standard 2.1 and a corresponding stable package, we would reference package version 2.1.0 even when targeting .NET Standard 2.0.  The reason we don't do that for 1.x is because the reference ends up getting exposed as a NuGet dependency when you pack the project, but we stopped doing that for 2.0.\r\n\r\n@ericstj @weshaggard does the logic I've outlined sound right?"""
1603,141139856,"b'@dasMulli Good point, it should probably be 2.0.1 for now, and updated again once there is a package with https://github.com/dotnet/standard/pull/510'"
1612,141370026,"b'> This also uses the simple name as the identity for the `Reference` items, and uses the `HintPath` metadata for the full path.  This should resolve at least some cases of #1499.'"
1618,142231930,"b""I took a look at this and it turns out that the `GetReferenceAssemblyPaths` target takes care of this.  If there are chained framework lists, it will set `TargetFrameworkDirectory` to a semicolon-separated list of the chained folders.  For example:\r\n\r\n> C:\\Program Files %28x86%29\\Microsoft Visual Studio\\2017\\Enterprise\\Common7\\IDE\\ReferenceAssemblies\\Microsoft\\Framework\\MonoAndroid\\v6.0\\;C:\\Program Files %28x86%29\\Microsoft Visual Studio\\2017\\Enterprise\\Common7\\IDE\\ReferenceAssemblies\\Microsoft\\Framework\\MonoAndroid\\v5.1\\;C:\\Program Files %28x86%29\\Microsoft Visual Studio\\2017\\Enterprise\\Common7\\IDE\\ReferenceAssemblies\\Microsoft\\Framework\\MonoAndroid\\v5.0\\;C:\\Program Files %28x86%29\\Microsoft Visual Studio\\2017\\Enterprise\\Common7\\IDE\\ReferenceAssemblies\\Microsoft\\Framework\\MonoAndroid\\v4.4.87\\;C:\\Program Files %28x86%29\\Microsoft Visual Studio\\2017\\Enterprise\\Common7\\IDE\\ReferenceAssemblies\\Microsoft\\Framework\\MonoAndroid\\v4.4\\;C:\\Program Files %28x86%29\\Microsoft Visual Studio\\2017\\Enterprise\\Common7\\IDE\\ReferenceAssemblies\\Microsoft\\Framework\\MonoAndroid\\v4.3\\;C:\\Program Files %28x86%29\\Microsoft Visual Studio\\2017\\Enterprise\\Common7\\IDE\\ReferenceAssemblies\\Microsoft\\Framework\\MonoAndroid\\v4.2\\;C:\\Program Files %28x86%29\\Microsoft Visual Studio\\2017\\Enterprise\\Common7\\IDE\\ReferenceAssemblies\\Microsoft\\Framework\\MonoAndroid\\v4.1\\;C:\\Program Files %28x86%29\\Microsoft Visual Studio\\2017\\Enterprise\\Common7\\IDE\\ReferenceAssemblies\\Microsoft\\Framework\\MonoAndroid\\v4.0.3\\;C:\\Program Files %28x86%29\\Microsoft Visual Studio\\2017\\Enterprise\\Common7\\IDE\\ReferenceAssemblies\\Microsoft\\Framework\\MonoAndroid\\v2.3\\;C:\\Program Files %28x86%29\\Microsoft Visual Studio\\2017\\Enterprise\\Common7\\IDE\\ReferenceAssemblies\\Microsoft\\Framework\\MonoAndroid\\v1.0\\;;;C:\\Program Files %28x86%29\\Microsoft Visual Studio\\2017\\Enterprise\\Common7\\IDE\\ReferenceAssemblies\\Microsoft\\Framework\\MonoAndroid\\v1.0\\Facades\\\r\n\r\nHowever, the `FrameworkList.xml` files for Mono don't list any `File` entries.  So I think we will need to scan the directory for assemblies to treat as platform assemblies if we don't find any `File` items listed in the `FrameworkList.xml`."""
1618,142244521,"b""@ericstj Yes, that's the way I would do it.  I'm not sure at this point whether we need this to apply to Xamarin/Mono.\r\n\r\nThe MSBuild API (the `RedistList` class) isn't public and doesn't have any way to get a list of the framework assemblies, only to check if a given assembly name is part of the framework.  We could make an API for this public if we have to, but so far it doesn't look like we do."""
1652,144631252,b'This seems backwards.  @weshaggard or @ericstj may be able to confirm which version we should be using.'
1667,146069600,"b""@weshaggard @nguerrera \r\n\r\n> Is it worth the extra complexity to try and detect references to these? Why not just always include them in 4.7.1 like we do for the earlier versions?\r\n\r\nShould we include these libraries in .NET 4.7.1 apps that don't reference .NET Standard assemblies at all?  That's what this prevents.  We can't just use the existing logic to detect usage of .NET Standard >= 1.5, because we need the updated libraries if they are used by a .NET Standard 1.4 or lower library too."""
1712,149791984,b'Do all of them contain implementation?  Are the version numbers for all of them 4.2.0.0?'
1712,149792629,"b'I\'d suggest updating this to say: ""do not yet match the ones shipped in the support package for .NET Standard 2.0 on .NET 4.7 and below.  This means that .NET 4.7 or lower libraries might have references to higher versions of these assemblies than are available in-box in .NET 4.7, leading to assembly loading errors.""'"
1712,149793390,b'Is the additional check that the target framework version is less than 4.7.1 necessary?  `NETStandardInbox == false` should imply that the target framework version is less than 4.7.1.\r\n\r\nOr is this there in case people explicitly set `NETStandardInbox` to false in their 4.7.1 projects as a workaround for this issue?'
1712,149793680,"b""Did you run all these tests locally (with the reference assemblies installed)?  We won't get any coverage for these tests on the CI machines."""
1712,149795870,"b""I'd suggest adding a comment explaining why these two libraries are included.  My understanding is that these were the only contracts from .NET Standard 1.x that have a higher version than what shipped in .NET 4.7.1."""
1712,149796779,"b""I'd use the same comment here as in the previous test: `//  This is an implementation dependency of the System.Net.Http package, which won't get conflict resolved out`\r\n\r\nI'm also pretty sure we don't want to include this inbox.  It's an implementation dependency of the OOB version of System.Net.Http.  Conflict resolution will pick the support package of the Http library, but it doesn't know that this dependency is no longer needed.\r\n\r\nIf you want to consider making it so that this library isn't copied, please file a bug for that in the sdk repo."""
1712,149797112,"b""I'd suggest also referencing a .NET 4.6.1 library in this test (either in addition to the 4.7.1 library, or making the test a `Theory` and running it for different referenced framework versions."""
1712,149797486,"b""I'd suggest adding a comment explaining this, ie: The version of the MSBuild libraries we are referencing doesn't have an enum value for .NET 4.7.1.  So we use the MSBuild API to find the path to the 4.6.1 reference assemblies, and locate the 4.7.1 reference assemblies relative to that."""
1712,149802496,"b'Add this at the end: So if there is a dependency on netstandard.dll, we include DLLs for .NET 4.7.1 from the support package to avoid these errors.'"
1702,150061776,"b'Yes, please keep the` sdk-build-env` and `sdk-test-env` scripts.'"
1796,157582063,"b""We want the perf tests to run with a single iteration during normal tests.  That will ensure that they don't get functionally broken.  When running in the perf lab, they should run with more iterations, but this will only happen automatically after a PR is merged (though it will be possible to request a perf run for an unmerged PR)."""
1796,157582436,b'Please file a bug for this in https://github.com/microsoft/xunit-performance/issues and link to that issue in this comment.'
1796,159554774,"b'File a bug in https://github.com/Microsoft/xunit-performance for this, and link to it from this comment.'"
1796,159556604,"b""This looks like it's just a formatting change (probably by Visual Studio).  Revert this."""
1796,159754746,b'The `stopwatch` and `executionTimes` variables are left over from previous versions of the code and should now be deleted.'
1843,160794715,"b""Why is this set here?  I see it's consumed in `Microsoft.NET.PackTool.targets`, but our repo's Directory.Build.props won't apply to developers using the SDK."""
1843,160798662,"b'My inclination would be to not use a serializer here, but just use LINQ over the XDocument to validate that it is correct.  Is there a reason you preferred to use the serializer?'"
1843,160807330,"b""Assuming we're going to put the tools setting file under the tfm/rid path, then the `_ToolsSettingsFilePath` should probably be just `IntermediateOutputPath`"""
1843,160807700,"b'I think this should be added in the target that generates the file instead of statically.  Also, to support multi-targeting and putting this file in tfm/rid, I think you want to use `TfmSpecificPackageFile` instead of `Content`.'"
1843,160808472,b'Does this cover all the files that are published?  Are the two properties you are including not included in `ResolvedFileToPublish`?  Are there other files that need to be included?'
1843,160809102,b'Remove `GetRandomFileName` per the TODO'
1843,160809994,"b""Put this in the CLI's `bundledversions.props`.\r\n\r\nIf it's not defined, default it here to the right version at this point in time (2.0.1)."""
1843,160811260,b'Probably the way to fix this is to move this logic from the constructor to a helper method that uses `[CallerMemberNameAttribute]` to create a separate folder for each test'
1843,160811854,b'Use `TestAssetManager.GetTestDestinationDirectoryPath` to get a working folder for the tests instead of using something in the temp path (this applies elsewhere in this PR too).'
1843,160812024,"b""I'd suggest using XDocument APIs to validate the structure of the XML rather than a simple string contains test."""
1843,160814388,b'Nit: I think we generally indent the subsequent lines of a chained multi-line statement like this.'
1843,160815719,"b'Additional test scenarios I recommend covering:\r\n\r\n- Multi-targeted projects (ie `<TargetFrameworks>netcoreapp2.1;netcoreapp2.0</TargetFrameworks>`)\r\n- Tools which depend on a graph of NuGet packages (IE tool depends on package A which depends on package B and C, and verify that A.dll, B.dll, and C.dll are all packaged with the tool)\r\n- Tools which depend on NuGet packages that have assets (ie native assets) that get deployed to a subfolder.  A sample package to use for this could be `Microsoft.DiaSymReader.Native`'"
1857,163337491,"b""Is this filter correct?  Can't there be NuGet content items where the build action is None which are copied to the output directory, or which are EmbeddedResources and so shouldn't be preprocessed?  If this filter is correct, then the check inside the setup delegate is redundant."""
1857,163338087,"b'This seems wrong.  Did you mean to set the metadata to the `locale` variable instead of the string literal `""locale""`?  Is this consumed anywhere, and if not so should it even be added?'"
1857,163338562,"b'Just to confirm, is `asset.Path` relative to the right directory here?\r\n\r\nIE, it probably shouldn\'t start with ""runtimes"".'"
1857,163343227,b'I would really like a definitive reference for the assets file format.  It would make writing and understanding code like this a lot easier...'
1857,163345657,b'A comment about why we need to look for whitespace would be helpful here (ie the dependency value is of the format `Microsoft.Build >= 15.1.0-dev`).'
1857,163347339,"b""Add comments explaining how this method works and linking to the bug you filed for NuGet to include better analyzer information in the assets file.\r\n\r\nEDIT: OK, I see you have links to the bug in the helper methods.  A comment explaining what's going on could still be helpful."""
1857,163367681,b'This assertion seems wrong.'
1857,163368473,"b""Should we add a check whether the directory separator character is already `'/'` and if so just return the path without modifying it?"""
1857,163413916,"b'This comment is now out of date, the ""ResolvedCompileFileDefinitions below"" it refers to has been removed.'"
1857,163418986,"b'This looks like an incomplete comment.  ""Not in the"" ...what?'"
1857,163419516,"b""I know you discussed this logic with me, but it's probably a good idea to get feedback from the CoreFx and NuGet folks to make sure it will work correctly."""
1857,163420124,"b""I'd suggest a comment here explaining what the format of `dependency` is and thus why we're looking for the whitespace."""
1857,163420376,b'What would cause there to be a project in the assets file that meets the other conditions but has a placeholder file?'
1944,167302820,"b""I think sourcing `build.sh - dogfood` should work, right?  So perhaps we don't need to generate separate shell scripts."""
1944,167381486,"b""I've added this now.  Turns out previously sourcing the script didn't work because it had an exit at the end.  I've disabled that if you pass `--dogfood`."""
1969,169429866,b'Use spaces instead of tabs for indentation'
1969,169430084,b'Use spaces instead of tabs'
1969,169430276,"b""Shouldn't this be `perf=true`?  Looks like a copy/paste error."""
1969,169431141,b'Use spaces instead of tabs'
2020,173947016,"b""Shouldn't you delete the `logToMSBuild` parameter to this method if you're removing the functionality?"""
2020,173948462,"b'Should this task be deleted entirely?  Based on this comment, I would think so:\r\n\r\n> On top of that, we merge ReportAssetsLogMessages into ResolvePackageAssets, which allows for project.assets.json to not be read at all if it has not changed.'"
2020,173949343,b'Can we base this on `Path.GetDirectoryName($(ProjectAssetsFile))` instead of hard coding the `IntermediateOutputPath`?  This will work better with changes we are working on to use `MSBuildExtensionsPath` more consistently (NuGet/NuGet.Client#2056).'
2020,173949509,"b'This should be next to the project.assets.json file, but not necessarily in the intermediate directory.'"
2020,173951569,b'Incomplete comment here.'
2020,173951778,b'Nit: Missing close parenthesis somewhere here :-)'
2020,173951990,"b'Probably missing ""pass to"" in this comment'"
2020,173952185,"b'Incomplete sentence. Is this supposed to be ""Messages from the assets file""?'"
2020,173952660,"b""I don't understand what this comment means.  Perhaps it will become clearer as I read the rest of the code (but ideally the comment should be understandable without this)."""
2020,173959628,"b""Do you think it's worth throwing something better than an `IndexOutOfRangeException` if the index is wrong here?  Should we try to throw an exception saying the assets file cache appears to be corrupt in cases like this?"""
2020,173978130,"b""It seems like it would be quite easy to end up writing the metadata out of order, since metadata is flushed before an item is written instead of afterwards.  What's the reason for buffering the metadata items anyway?  Would it be more straightforward to have `WriteMetadata` write directly to the stream, and in `WriteItems` call the `writeMetadata` callback after the call to `WriteItem`?"""
2020,173979009,"b'This class combines two things: Logic for how we interpret the contents of the lock file, and the format we use to cache it.  It seems like it would be cleaner to separate these two things into two different classes.  Is this possible, or do they need to be mixed in order to maintain the perf gains from the cache?'"
2020,173979222,"b'Do we have any way of helping to keep this method up to date, so that whenever there is a property that would affect the result we make sure to add it to the hash?'"
2020,173979737,"b""Is it possible that a build would run fast enough that these times are actually the same?  Should the test do a short sleep if `DateTime.UtcNow` hasn't increased at each stage?"""
2020,174238800,"b'Can we just use the `ResolvePackageAssets` task to load the log messages for the designer, so we get the benefits of caching?'"
2020,174239419,b'I had mistaken `IntermediateOutputPath` for `BaseIntermediateOutputPath` in the line you added.  Now it makes sense.'
2008,174534856,"b""I chatted with Tanner about this and it sounds like this is the feed that will be used for prod-con.  There is some capability to inject additional feeds in the build infrastructure, but it's not being used and wouldn't have flowed through to the tests before this PR either."""
2028,174869505,"b""This should probably also depend on the `GetAssemblyVersion`, which is where `InformationalVersion` is set by default.  It currently works because of the ordering of `DependsOnTargets` for `GetAssemblyAttributes`, but it's probably better to be more explicit."""
2028,174870272,b'Nit: You can add these properties to the `AdditionalProperties` of the `TestProject` instead of creating the XML nodes yourself here.'
2028,174870744,"b'Since the `IncludeSourceRevisionInInformationalVersion` property is set to true by default in the SDK, is there a reason to set it in this test?'"
2028,174871170,"b""For tests where the name only differs by a number appended to it, I'd like to see comments summarizing what the tests cover / how they are different."""
2028,174871425,"b'Nit: Looks like there\'s an extra underscore between ""available"" and ""version"" in the name here.'"
2028,174872226,b'Please file a follow-up bug for us to remove the `SourceControlInformationFeatureSupported` property and `InitializeSourceControlInformation` target from all of these tests once we are using a version of MSBuild that includes them in all places where these tests run (the last one will probably be the full Framework version of MSBuild that we use on CI machines).'
2028,174872598,b'Use `testProject.TargetFrameworks` instead of hardcoding `netcoreapp2.0` as the target framework to pass to the GetValuesCommand method (here and elsewhere).'
2028,174873398,"b'On the other hand, perhaps this was intentional to separate the different parts of the test name.\r\n\r\nYou might consider changing these tests to a Theory.'"
2028,174899722,"b""I don't think we need to.  Generally for customers to be using an SDK with this feature, they will be using an updated version of MSBuild.  The only way they wouldn't have an updated version of MSBuild is if they were using full Framework MSBuild and installed the 2.1.300 SDK, but hadn't updated VS/MSBuild to 15.7.  That combination might be blocked otherwise anyway."""
2028,174905406,"b""We need it there for now, as the updated version of MSBuild hasn't made its way into the SDK.  I would leave it there in general, in order to follow the recommended pattern for hooking into the extension point (since others who use it can't depend on shipping together with MSBuild), and in order to not block the 2.1.300 SDK / MSBuild 15.6 combination just because of this."""
2083,176882133,b'Add a link to the NuGet bug you filed.  Consider updating or filing new bugs for the other issues.'
2085,177242929,"b""The logic we had before felt too complex to me, and was never going to test the actual roll-forward behavior (since it always used a fake version to roll forward to when testing).  My thinking was that we could set `LatestNetCorePatchVersion` as a way to override this in tests.  Thinking about it more now, I'm not sure how well that would work."""
2085,177266092,"b""@nguerrera I've added properties that allow the latest patch for each minor version of .NET Core to be overridden.  We could use these to override this from tests like we were doing before, but I think a better solution would be to set the latest version in the CLI via BundledVersions.props."""
2085,177885359,b'@nguerrera I refactored this:\r\n\r\n```c#\r\nprivate void WriteAdditionalLogMessages()\r\n{\r\n    WriteUnsupportedRuntimeIdentifierMessageIfNecessary();\r\n    WriteMismatchedPlatformPackageVersionMessageIfNecessary();\r\n}\r\n\r\n```'
2091,177885709,b'Nice that you thought of a way to test this!'
2111,178992275,b'Should we use a less generic name for this property?  Perhaps `PublishWithoutBuild` or something?'
2111,178993227,"b'There should probably be a ""sleep until current time advances"" loop here.'"
2111,178993372,"b'As a sanity check for this test, have you tried running it without the `/p:NoBuild=true` parameter and verified that it fails due to updated modification dates of the output files?'"
2111,178993608,"b""I'm guessing this is going up one level from the `ProjectRootPath` in order to cover the referenced projects, but that's worth an explanatory comment."""
2111,178993809,"b""It shouldn't be necessary to restore TestLibrary separately from TestApp.  (I know this is old code that you just moved)"""
2126,180591151,"b'Good catch, I think we should also exclude .resx.'"
2118,180591667,"b""This is unrelated to the feature.  I retargeted this to master, and tests targeting .NET Core 2.1 were failing.  So I'm trying to update the stage 0 CLI, which brought in an update to NuGet, which had API changes which required this addition... \xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f"""
2118,180599295,"b""@nkolev92 @rohit21agrawal Can you provide guidance on how to implement an `IPackageDownloader` for a test like this?  I tried naively just implementing one method, and it looks like it's failing when it calls the `SignedPackageReader` getter.  What actually needs to be implemented here?"""
2133,180601684,"b""If we control all the consumers of this metadata, I'd prefer we just update them to check if there is a package ID set.\r\n\r\nHowever, this change is also fine if you think it's better based on risk, churn, etc."""
2136,181234068,b'We could consider re-enabling node reuse but running `dotnet buildserver shutdown` after a test run'
2118,181521920,b'@johnbeisner Without adding this feed I get an error on CI: `Unable to find package Microsoft.NETCore.App with version (>= 2.1.0-preview3-26411-06`\r\n\r\nShould this package not be in the dotnet-core blob storage feed?'
2148,182200246,b'I would use `ExpectedVersion` instead of just `Verssion` as the metadata name here (and in the task that reads it).  That seems clearer to me.'
2148,182200497,b'How will the `DisableImplicitFrameworkReferences` and `VerifyMatchingImplicitPackageVersion` properties interact with the Web SDK?'
2148,182200577,"b'There are a bunch of whitespace changes in this file, please revert them.'"
2148,182200981,"b'I would include ""Expected"" in the name of this property.  Perhaps `ExpectedPackages` or `ExpectedPlatformPackages`.'"
2148,182213160,"b""So it sounds like if someone sets `DisableImplicitFrameworkReferences` to true, then `VerifyMatchingImplicitPackageVersion` won't be set, and there won't be any validation that the restored version of Microsoft.ASPNetCore.App matches what is expected.\r\n\r\nThat's enough of an edge case that it's probably fine."""
2148,182213364,b'Removing the trailing whitespace is extra noise in the diff.'
2148,182213690,"b""This metadata needs to be updated to ExpectedVersion.  I would expect tests to fail as is, if they're not, then there's probably a gap in test coverage."""
2118,182257046,"b'@tannergooding @eerhardt It looks like this is handled correctly, as the new code from #2090 ends up calling through `GetReferenceRuntimeLibraries` for the indirect references, the same as how the direct references are handled.'"
2152,182591919,"b'What is ""DotnetTool"" in this message?  Is this supposed to refer to the `PackAsTool` property?'"
2152,182592051,b'Did you edit this file manually?  Where are all the whitespace changes coming from?  It would be good to revert them.'
2152,182592705,b'I think this workaround will be unnecessary once we merge https://github.com/dotnet/sdk/pull/2157'
2152,182593502,"b""Can you use the same code that is generated for you in the properties?  IE:\r\n\r\n```C#\r\nstring message = Microsoft.NET.Build.Tasks.Strings.ResourceManager.GetString(error);\r\n```\r\n\r\nAlso I'd rename `error` to something like `expectedErrorResourceName` and `message` to `expectedErrorMessage`."""
2152,182593665,b'I think this should be `WindowsOnlyFact` instead of `FullMSBuildOnlyFact`.'
2159,182605254,b'Add a comment here about why this is swallowing errors similar to what you have in the PR description.'
2152,182842896,"b""We don't run our tests on nano though.  There are lots of other tests that assume that full framework is available on Windows.\r\n\r\nIf we want to support running the tests on Windows without the full framework (and full framework reference assemblies) installed, then we can make our Fact/Theory attributes more granular to represent this, but for now we should get the coverage on the .NET CLI as well as full MSBuild."""
2113,183873874,b'This is adding a path to a Directory.Build.props in the parent folder.  It should probably be:\r\n\r\n```xml\r\n<MSBuildAllProjects>$(MSBuildAllProjects);$(MSBuildThisFileDirectory)Directory.Build.props</MSBuildAllProjects>\r\n```\r\n\r\n'
2178,184209971,b'As of #2157 a NuGet.config is generated for all tests (it goes in the root test execution folder)'
2178,184210569,"b""@tannergooding I think all .props and .targets should add themselves to MSBuildAllProjects.  It doesn't hurt to have the same file added twice, and it's much simpler to always do it rather than have to reason about whether the importer is doing it for you."""
2178,184212382,"b""Personally I really don't like that all projects have to be updated to use a different Sdk.  Also, Sdks don't compose if done this way- there's no way to use both RepoToolset and Microsoft.NET.Sdk.Web for example.\r\n\r\nWould it be possible instead to:\r\n\r\n- Not have the RepoToolset SDK import Microsoft.NET.Sdk\r\n- Have projects that use RepoToolset do so via Sdk imports in Directory.Build.props and Directory.Build.targets\r\n- Leave the Sdk imports in project files as they were (ie Microsoft.NET.Sdk or Microsoft.NET.Sdk.Web)\r\n\r\nWe don't need to change this before we update the sdk repo to the new repotoolset, but I would like to consider a change like this for the future."""
2196,185115715,"b""You shouldn't need to compare the project path unless you are creating multiple projects.  Since you only have one here you shouldn't need this."""
2196,185116398,"b""In this test, the HintPath won't be used (as there's no DLL at that path).  Instead the DLL will resolve to the one in the targeting pack.\r\n\r\nTo more closely match the user scenario here, you could compile one project, get the full path to its DLL in the output path, and use that HintPath in a Reference in a second project."""
2185,185963905,"b""@ericstj @nguerrera Agreed we should figure out if we can depend on an RTM version.  The problem with 1.5.0 is that it's not multi-targeted to .NET Framework, so it will need the .NET Standard facades, which means more risk of having loading issues with it in the MSBuild task context."""
2210,185967822,b'Add comment here explaining why deleting the SHA works here.'
2215,186892539,b'We will need to modify the build definition to also push the NuGet packages in this folder.  (If we switch to YAML build definitions changes like this will be a bit easier)'
2215,187165616,"b""@nguerrera I've merged https://github.com/dotnet/roslyn-tools/pull/253, and updated this PR to use the new repo toolset and remove the workaround."""
2229,187465365,b'I think it would be clearer to use an `MSBuildCommand` here and pass in `/t:Clean;Build` as targets.'
2229,187465474,b'Rename this to `assetsFilePath`'
2215,187746001,"b""@davkean Turns out it's just the folders that show up:\r\n\r\n![image](https://user-images.githubusercontent.com/145043/39949273-b6f68faa-552e-11e8-8fdb-a0c8f47df456.png)\r\n"""
2250,189143213,"b""@ericstj I think the warning from #1499 was because after building, there weren't any items matching the ItemSpecs of a `Reference` that existed from evaluation.  In this case we're creating items using the simple name, so the ItemSpec would match any corresponding reference that originally was in the project."""
2264,189999017,"b'In order to be super safe for servicing, I\'d consider only setting this with `Condition=""\'$(OS)\' != \'Windows_NT\'""`'"
2272,190597478,b'@joperezr @AlexGhiondea Is it correct to expect all of these files in the output directory for a .NET 4.7.1 project which depends on a .NET Standard 2.0 library?'
2272,190597800,"b""This feels a bit dirty (passing in null for the logger because we know it won't be used)."""
2250,190740679,"b""No it shouldn't break.  In a lot of cases you will still have 2 copies of a framework reference, one from your project file or implicitly from the SDK targets, and one from the framework assemblies from NuGet packages.  But 2 is a lot better in the logs than having 5 or more because several different NuGet packages had the same framework assembly dependency."""
2250,190741682,"b""The `ResolvedCompileFileDefinitions` items have the `HintPath` set.  This join basically changes the itemspec from the full path to the DLL in the NuGet package to the simple name of the assembly.  That's for the benefit of the project system so it understands that the simple reference didn't just disappear.  Later on in conflict resolution, if the platform copy of the DLL wins, then these items will be removed from the result, and a new simple name item will be added."""
2272,190753443,b'Turns out I think we can delete this test entirely.  The scenario is covered by `GivenThatWeWantToTargetNet471.It_builds_a_net471_app_referencing_netstandard20`'
2269,191032244,"b""Let's add tests that validate that we don't duplicate error codes over time.\r\n\r\nTo ensure that this still holds even for deleted messages, we discussed having a list of deleted message codes, and ensuring that there are no duplicates between the current and deleted message codes, and that the current and deleted message codes are contiguous."""
2269,191032465,"b""The pipes didn't make it clear to me that this wasn't just one long string.  Perhaps something like this would be clearer:\r\n\r\n```\r\n  Strings.resx:\r\n    Resource Name: SomethingIsWrong\r\n    Resource Value: NETSDK1234: Something is wrong.\r\n```"""
2269,191033347,b'Plumb the file through here from the NuGet message.'
2269,191033836,"b""Won't this fail in Debug?  I think it needs to be moved into the `#else` clause, or possibly delete it, bring `logWithoutErrorCode` out of the `#if` clause, and invoke it in the `#else` clause."""
2286,191605801,"b'@richlander The aka.ms link here redirects to https://docs.microsoft.com/en-us/dotnet/core/tools/global-json, which is just a generic global.json reference.  Is that the intent or will there be a different page more specific to .NET Core previews?'"
2298,192469832,"b""We don't need this line, it will fall through to the bundled version or the TargetFrameworkVersion if this isn't set."""
2293,192538907,b'> Before this change the search (all in memory) need 9461\r\n\r\n9461 what?  ms?  calls?  Does this mean that the new code is slower than what we currently have?'
2318,194493307,"b'This seems like the wrong way to check the values of environment variables.  I think the right way is something like this:\r\n\r\n    if [ ""$runType"" = private ]; then'"
2318,194493484,b'I think a better way to do this may be something like this:\r\n\r\n    if [[ -z $perfWorkingDirectory ]]; then'
2316,194925244,"b""Suggest:\r\n\r\n> This project uses a library that targets .NET Standard 1.5 or higher and targets a version of .NET Framework that does not have built-in support for that version of .NET Standard.  Visit https://go.microsoft.com/fwlink/?linkid=874511 for a set of known issues. Consider retargeting to .NET Framework 4.7.2.\r\n\r\nI'd also suggest creating an aka.ms link instead of a fwlink, that way we can choose a name that's easier to type in, for example http://aka.ms/net-standard-known-issues.\r\n\r\n@mairaw Can you review this for style?"""
2325,195233468,b'@DrewScoggins @jorive Does the submission script support specifying multiple `--config` parameters?'
2330,195243225,"b'Reading this message again it\'s not clear that ""and targets a version of .NET Framework"" refers to the project and not the library.  So how about this:\r\n\r\n> This project uses a library that targets .NET Standard 1.5 or higher, and the project targets a version of .NET Framework that doesn\'t have built in support for that version of .NET Standard. Visit https://aka.ms/net-standard-known-issues for a set of known issues. Consider retargeting to .NET Framework 4.7.2.'"
2330,195246805,"b""The identifier should be unique for each test case within a theory.  So here I think you'd want to combine `isSdk` with `description`."""
2330,195247309,"b'Nitpicking here, but I think in this case you can just use `framework` directly, instead of parsing it into a NuGet framework and then getting the short version of it.'"
2330,195249495,"b""I think we should not use `predicate.Method.Name` here.  It's not generally expected behavior to use the method name of a func you pass into a function, and if you use a lambda or anonymous delegate (perfectly reasonable to do), then this would be a compiler-generated method name."""
2346,196914990,b'Switch http to https in the link'
2352,197298653,"b'I think instead of disabling these tests, you can change GetRollForwardNetCoreAppVersion to set the TargetLatestRuntimePatch property to true in the project it creates.  Then it will return 2.1.1 which is what you want.'"
2352,197298971,"b'Is there any guarantee that all of the packages will be published to this feed?  The blob storage feed was supposed to be the ""One feed to rule them all"", so I\'m worried that we could end up not picking up a new patch because it wasn\'t published to the right feed.\r\n\r\n@johnbeisner '"
2362,197979623,"b""Per our discussion, I don't think that it is dangerous to remove the binding redirect for all frameworks above 4.7.1, as those frameworks should always have the assembly in the unification table, and thus the binding redirect should never be needed (nor correct)."""
2365,198637497,"b""Use `'$(_TargetFrameworkVersionWithoutV)' == '$(BundledNETCoreAppTargetFrameworkVersion)'` instead of the clause that checks whether the bundled version starts with `$(TargetFrameworkVersion).`."""
2366,198656165,"b'Do you mean the ""NoBuild"" flag instead of ""no build""?'"
2366,198937344,"b'I had started to review the full PR, but chatted about it a bit with @nguerrera, and decided to let him review this since he has more context.'"
2286,199302780,"b'I think we should either add back a sentence along the lines of ""You can define the SDK version via a global.json file in the current project."", or create a more specific page for https://aka.ms/dotnet-core-preview to point to.'"
2286,199587274,"b'> That page is getting expanded dotnet/docs#4704\r\n\r\nGiven those updates to the target of the link, I think the message in this PR is OK.'"
2382,201099819,"b""> Since you are trying to run a .NET Framework app, does this test need to be skipped when running on Unix?\r\n\r\nThat's what `[WindowsOnlyTheory]` does."""
2395,202176354,"b'Remove the ""_not_"" from this test name, it\'s testing the opposite.'"
2395,202180966,"b'I would say we already have another escape hatch: put the following in your project:\r\n\r\n```xml\r\n<ItemGroup>\r\n    <PackageReference Update=""Microsoft.NETCore.App"" PrivateAssets=""None"" />\r\n</ItemGroup>\r\n```'"
2394,202190825,"b""Isn't this supposed to be 2.1.1?"""
2403,202846637,b'I would prefer to do the git clone in C# instead of MSBuild.'
2447,207330790,"b'Rename this class/file to `GivenAGeneratedAppConfig` (it\'s missing a ""d"").'"
2447,207330968,b'Typo in method name: `nod` -> `node`'
2447,207331848,b'This task should be based on the `TargetFrameworkIdentifier` and `TargetFrameworkVersion` properties (which are by default inferred from `TargetFramework`) instead of directly depending on `TargetFramework`.'
