pull_no,comment_no,comment_body
2101,40943888,"b'This is the wrong place to use __builtin_unwind_init.\n\nIt should be used in the function that does the stack copying (copy_stack_data), this way we ensure to have visibility into all regs.\n'"
2101,40944073,"b""This is the function that should have __builtin_unwind_init.\n\nIt should not have a stackdata_end argument as it won't include the saved registers. Just add a local variable and use its address. \n"""
2101,40944644,"b""This is a hack, don't use mempool, manually store data, size, capacity and g_realloc to grow it.\n\nmono_mempool_empty is not meant to be used for this.\n"""
2101,40944879,b'Wr should assert on stackdata_end and stackdata_size as being reasonable. Too much inlining could cause stadata_size to be negative.\n'
2101,41060590,"b'Yes, we should never pass 0 when expecting a pointer, it makes the code worse to read than needed.\n'"
2101,41060681,"b'Yeah, makes sense. It should still be done from the leaf function, which is copy_stack_data.\n'"
2101,41061243,"b""Because it's initial allocation is huge and using it here out of simple convence makes little sense.\n\nIt sends the wrong message to whoever is reading this. The constant calls to mono_mempool_empty makes this a big hack.\n\nIf you feel like using a high level data structure here. There's GByteArray, which maps clearly to what you're trying to do.\n"""
2109,41174168,b'This will be 2 bits for 32 bits and 6 bits on 64 bits.\n'
2054,41412587,"b""That's a bad idea as it might force extra vtables to be allocated. mono_class_vtable is a particularly nasty function because it can throw a managed exception (yes, I know).\n"""
2122,41784694,"b""Pass the GString 'str' to mono_identifier_escape_type_name_chars. This avoids the intermediary GString.\n"""
2122,41784802,"b'Our coding convention is for the return type plus all modifiers to be in the first line. So it should be:\nstatic void \nunescape_each_type_argument(void\\* data, void\\* user_data)\n'"
2122,41784915,"b""Let's not add this to the public API unless we're forced to.\n"""
2122,42266111,"b""the visibility modifier always comes first.\n\nso it's public override.\n"""
2122,42267399,b'Use EmptyArray<TypeName>.Value to avoid excessive allocations.\n'
2122,42270589,"b'Same thing as the previous one, lets avoid the extra allocations here.\n\nQuite a bit of corlib performance surprisingly comes from being very conservative in avoiding those\nsmall, insignificant, allocations. In the aggregate they actually amount to be measurable.\n'"
2122,42270643,b'Use a StringBuilder here instead of doing multiple concats.\n'
2122,42270683,"b'Same thing, use a StringBuilder to avoid all the temps.\n'"
2122,42274553,b'Use StringBuilder here too.\n'
2122,42274783,"b'null and false are default values, no need to set to them right after you called the constructor.\n'"
2122,42274873,"b""This is not really a getter as it's constructing a new object on each request.\n"""
2122,42275811,b'I think this could be accomplished in a much more straightforward way than this setup that will:\n\n1)create a new TypeSpec\n2)create a new TypeSpecTypeName\n3)use TypeSpecTypeName just for this purpose\n\nHow about a GetDisplayFullName variant that ignores modifiers? It would avoid all the intermediate steps.\n'
2122,42276406,b'probably needs to be added to other profiles.\n'
2122,42277598,"b""I don't think MONO_TYPE_NAME_FORMAT_IL should have names escaped.\n\nThis is used in loader.c::find_method and might actually break loading.\n"""
2150,42557811,"b""This call can fail and if it does, we'll get a crash with no information since we're not checking the result.\n"""
2122,42675297,"b""The other *.sources files in corlib. I'll explain how that works.\n"""
2140,42832109,b'We should not commit debug spew into framework code.\n'
2157,42832401,"b""This looks both wrong and wasteful.\n\nFirst, you're allocating memory from the debugger thread.\nSecond, if the goal is to get the object type, obj->vtable->klass would have done it great.\n"""
2157,42832431,"b'Non faulting load of a possibly null pointer, this will break on targets without hardware traps.\n'"
2169,42940321,"b""If we're filtering safepoint placing at construction time, I don't see the point of checking it again here. The same applies for other backends - maybe we want the s390x assert instead?\n"""
2169,42940329,b'It would be nice if we could flag an AOT / FullAOT module as using coop/async and fail to load them instead of bombing.\n'
2169,42940338,"b""This must come back or you'll suffer a LOT of pain later when dealing with device crashes.\n\nThe thread state dump mono-threads produce we fail to suspend requires this to allow it to be matched with an Apple crash dump. Otherwise you'll have two thread dumps with no way to connect them.\n"""
2169,42940343,b'Inline functions should not have macro names.\n'
2163,43136709,"b""Don't remove the log messages, you'll miss them when troubleshooting issues.\n\nOne pattern we have in the runtime is to hide them under a macro and disable by default.\n"""
2200,43950931,b'preprocessor # must be anchored on the first column.\n'
2229,45009412,"b'It should be either readonly, so the JIT can remove the branch, or lazily done, to avoid introducing a class constructor.\n'"
2237,45572354,"b""Images don't need to be disk-loaded, there are other ways to load them besides disk files that will in turn produce non-dynamic images. mkbundle'd assemblies and Assembly.Load (byte[]) are two examples of that.\n"""
2237,45572477,"b""I just had the sad realization that this is nesting images_lock with image_lock, which is not part of the regular locking rules.\n\nIn addition to that, we're taking those two locks at the audit points, which might be violating other locking rules.\nA quick check of currents uses point to this being currently ok.\n"""
2237,45572550,b'The same concern about locking applies here.\n'
2237,45572749,"b""We should try to avoid this sort of conditional compilation creep.\n\nIt makes for a more fragile code base, say I break it tomorrow, we won't pick that\nuntil that until the next time we do a checked build.\n\nIn addition to that, now it's one extra configuration to keep in mind when casually looking at that code.\n\nThe nice thing is that we don't actually need to worry about possible extra bloat from this function because it has non-public visibility and the linker will remove it.\n"""
2237,45572792,"b""I don't think we should make this conditional on CHECKED_BUILD.\n"""
2237,45573116,"b'""except during container creation"" Why? For how long? How will code witness this transitory state?\n\nPlease expand this comment on what\'s the issue around container creation.\nDoing it while the knowledge is fresh will save us from a lot of trouble down the line.\n'"
2237,45573250,"b""I'm with Zoltan on this one.\n\nThose macros are now overly complicated and deserve to be turned into static inline functions.\n"""
2237,45573278,"b'Unrelated, it should in outside of this PR.\n'"
2237,45573285,"b'Unrelated, it should go in outside of this PR/commit. \n'"
2237,45573564,b'Line damage\n'
2237,45573602,b'We should shift as much complexity as possible to checked build itself.\n\nThis one-off configuration changes eventually pile up and make code too hard to maintain.\n\nChecked build should not introduce additional complication into the runtime code in the form of extra conditionals.\n'
2237,45573629,"b""This looks like a very odd place to initialize is_anonimous.\n\nCouldn't it be done in mono_metadata_load_generic_params?\n"""
2237,45573686,b'This is saying the same thing. T? is the C# form for Nullable<T>.\n'
2237,45573704,"b'This is a bad comment, it creates more confusion than it answers.\n'"
2237,45573905,b'Mixing adding the checks with the core change makes reviewing harder.\n\nIt makes for worse commit history as it make the same commit show up in more places than needed   when checking log or blame for a file.\n'
2237,45574111,"b""In general, we don't rename variables unless they have the wrong name, it destroys history more than helping the code.\n\nIn this case is ok as all uses had to be changed anyways.\n"""
2237,45574408,"b""Given this function is not part of this change, I think it's best to leave it completely unchanged.\n"""
2237,45574473,"b""This can't happen, the list must be created for an image set to exist.\n\nDo you have an example of this not being true?\n"""
2237,45574487,b'Why move initialization?\n'
2237,45574502,b'How about the refemit comment on the MVAR case?\n'
2237,45574551,"b""This name change should not go in. It's not worth to have it.\n"""
2237,45574566,"b'Is this actually changing anything? If not, just take it out.\n'"
2237,45574602,b'Use a temporary here and avoid all of this indirection.\n'
2237,45574673,"b""This is publishing uninitialized data as there's no locking around the parsing code.\nIt might cause other threads to see partially initialized data.\n\nThe right way is to init on a temporary and only at the end store it to the right place.\n\nThen the question is whether the anon container must be unique or not.\n\nIf it doesn't need to be unique, a store_release is enough (and it might cause duplicates).\n\nIf it does, CAS the value in.\n"""
2237,45574696,b'Use g_error with a message.\n'
2237,45574728,"b""Looks like the comment above this conditional is now stale as we're no longer checking images.\n"""
2237,45574756,"b""Shaped the same is ambiguous. It's simple, they are treated just for their positional values instead of container + position.\n"""
2237,45574830,b'line damage\n'
2237,45574904,"b""Yes, it will be a problem since we won't be able to create anon MVARs.\n"""
2260,45659347,"b""restore_handler and have_restore_handler are simply renames. Let's remove this part.\n"""
2260,45659844,"b""What's a restore handler? We're just looking at the previous handler and being nice unix citizens by reinstalling the old one when we're done.\n"""
2237,45895681,"b""Now it makes sense. Yeah, it would be nice if the container state is not changed after it's created.\n"""
2138,46475335,"b'This is weird, looks unrelated.\n'"
2138,47013723,b'This introduces a heap allocated closure.\n'
2138,47014224,b'You probably want to add some text here on what was the state.\n'
2138,47014341,b'This is quadratic on the number of updates. Is this an issue?\n'
2138,47014586,"b""This looks wrong and wastefull.\n\nWhy can't BackendPoll return the number of events it found?\n\nThis way you avoid zero'ing data before and looping over the whole thing later.\n"""
2138,47014760,"b""This looks wasteful. We won't have updates for all sockets on every polling cycle.\n\nWe should dynamically grown every time BackendPoll find more events that slots to return them.\n"""
2138,47014962,"b""And it's quadratic on the number of updates, not great either.\n"""
2314,47552438,"b""Hmm, shouldn't we be passing handles by value? It's odd to pass them by reference.\n"""
2314,47553924,"b""This area implementation won't work boehm.\n\nC static variables are not scanned by boehm unless we explicitly register them.\n"""
2314,47554350,b'why does this function take a handles count?\n'
2314,47554535,b'HANDLE_SET_VAL and HANDLE_SET_MP sound like bad names in my head.\nI wish I had come with better ones.\n'
2314,47554868,"b""We can't change indentation because of the helper macro for declaring an icall.\n\nIf we do it, we'll erase the whole history of those functions and have some ugly looking code as the result.\n"""
2314,47554974,b'@alexrp does adding a new kind of root require bumping the profiler version?\n'
2349,47735554,"b""This is really bad coding.\n\nIt's calling mono_thread_create_internal with this lock held. The lock is not a leaf lock\nand that function takes a ton of locks itself. This break the allowed runtime locking rules.\n\nHow frequently is worker_try_create called during steady state?\n\nWhat's the perf impact of this change?\n\nWhy 10 threads per second?\n"""
2314,47837871,"b""Hey guys,\n\n A handle is either a pointer or an index to the backing storage, they are not raw pointers to the objects.\n\nThis way, copying the handle value is perfectly fine and we ensure we won't have any ABI issues on where they live.\n"""
2332,48053675,"b'Add it to some of the test sets and, after a while in master, add it to the default set.\n'"
2332,48054122,"b'I think having a separate pass is fine. Simple passes are incredibly fast.\n\nIf emulation is a problem, what we could do, which might actually be a good idea, is to turn emulation into a pass, always emit OPs in the front end and do the same trick you did with cfg->has_divisions.\n'"
2422,49492082,"b""No need for caching here. This adds a dependency on Lazy when we don't need it.\n"""
2422,49492306,"b""This is wrong as it won't work on any other 64bits platforms like arm64.\n"""
2435,49681646,"b'This change is wrong, it introduces an extra define for no good reason.\n\nA better fix is the following:\n- remove MONO_SIGNAL_USE_SIGACTION\n- check for HAVE_UCONTEXT_H instead.\n'"
2459,50483929,"b""On my recent cleanup of mono-error I fixed that mistake. We now have a field to store those so we don't break mono_errror_get_message. See https://github.com/mono/mono/commit/4df79f93834a018962eeea4426134ef0716a835f\n"""
2459,50484105,"b'Unfortunately, new error kinds require us to support the conversion to loader error for now.\n\nMeaning you need to change mono_error_set_from_loader_error and mono_loader_set_error_from_mono_error too.\n\nIdeally this would be a separate commit from the one that introduced MonoError into mono_object_register_finalizer.\n'"
2460,50485319,b'Why are we introducing this?\n'
2460,50487342,b'We should assert here since this is running within the exception unwinder and things will go freaky if we throw from here.\n'
2460,50487371,"b""Same thing, this should be an assert, can't throw reliably from here.\n"""
2460,50487403,b'This should be an assert.\n'
2460,50487416,"b""Same thing, can't throw from here.\n"""
2460,50487428,b'Same thing.\n'
2460,50487518,"b'The behavior should not be to throw, it should be to either assert or convert to an ExecutionEngineException.\n'"
2460,50487537,"b""Make this an assert. Can't throw from here.\n"""
2463,50488115,"b""This is wrong, we can't return NULL and not set MonoError.\n"""
2480,50488507,b'You could have avoided this change.\n'
2481,50488726,"b'You forgot to convert arith_overflow, which calls mono_raise_exception\n'"
2483,50489020,b'I guess this assert could go\n'
2483,50489115,b'the != null asserts can go now that we ensure that to happen\n'
2483,50489213,b'This is a good time to promote this assert into proper error handling.\n'
2463,50750684,"b'The existing behavior is wrong and we should not keep it that way. As we increase\nour reliance on MonoError, this sort of problem will only get worse.\n\nWe should fix it and leave a FIXME to further weave mono error as we go.\n'"
2492,50775751,"b'This is a code smell, there must be only one way to check for an ok result.\n\nBesides that, there must be a compiling reason for a function to return NULL and not be an error.\n\nBy not sorting out those issues, this commit makes things worse.\n'"
2492,50775859,"b'This function is changing two functions instead of one.\n\nThe commit message must be fixed, at least.\n'"
2495,50776738,b'Must set error to something.\n'
2495,50777633,"b""Error handling in this function is wrong.\n\nIt's ignoring the fail label and, thus, not freeing arginfo and NULL'ing named_arg_info.\n"""
2495,50777682,"b""Don't throw from the debugger. Assert.\n"""
2495,50777782,b'Assert here too.\n'
2495,50777825,"b""Don't raise here, store\xc2\xa0the exception into exc.\n"""
2495,50777868,"b""Don't raise here, store the exception in *exc\n"""
2516,50857973,b'Using either of the previous 2 functions would be be a code smell.\n\nWe already have mono_error_prepare_exception and mono_error_convert_to_exception for that.\n'
2516,50858275,"b'More than documenting what they mean, for union what we want is which condition trigger which case. Like, for example:\n\n```\nuint32_t instance_handle; /* only if error_code == MONO_ERROR_EXCEPTION_INSTANCE */\n```\n'"
2460,50869324,"b""Can't use mono_raise_exception here as this is an icall that was converted to use mono_set_pending_exception.\n"""
2460,50869486,b'So use this:\n\n``` c\nif (!error_ok(&error)) {\n mono_set_pending_exception(mono_error_convert_to_exception (&error));\n return;\n}\n```\n'
2460,50869640,"b'Same thing, this must use mono_set_pending_exception\n'"
2460,50869684,"b'Idem, use mono_set_pending_exception.\n'"
2460,50869725,b'Should use mono_set_pending_exception.\n'
2459,50870462,b'This number conflicts with the recent addition to MonoError.\n'
2506,50887228,b'Fixing the error message is probably a good idea here.\n'
2506,50887530,"b""This check doesn't change behavior since it's storing on a fresh array full of zeros.\n"""
2508,50888031,"b""Those long chains of call+throw or call+check are fugly, we'll have to handle them at some point.\n"""
2524,51654066,b'We should convert this to use mono_error_set_pending_exception.\n'
2524,51654181,"b'Typo, >m<error.\n'"
2524,51654358,"b'I see the issue, there\'s a conflicting ""GError *error"" here.\n\nWe should rename the GError as we\'ll eventually add a bunch of macros around having a var named error around\nand this functions will not work with it.\n'"
2532,51654791,"b'These factory methods for exception objects are really messed up, they use a runtime_invoke that can throw <o>.\n'"
2532,51655030,b'What if mono_error_set_pending_exception returned a boolean so we could write this change like this:\n\n```\nif (mono_error_set_pending_exception (&error))\n   return\n```\n\nCC @ludovic-henry \n'
2535,51659668,b'Zero is valid return value.\n\nWe should document that the caller must not check the return value for errors.\n'
2535,51659714,b'Could we return negative for error as a way to address the previous issue?\n'
2535,51660504,"b""Why can't we fail fast here? This code looks complicated.\n"""
2576,52224755,"b""This doesn't looks particularly related to the change, it better go to a separate commit. \n\nI'm not sure this is a behavior we want to support, I rather throw an exception and force the user code\nto do the polling.\n"""
2576,52225406,b'Must bump corlib version\n'
2576,52226340,b'Can you push your RS changes somewhere?\n'
2576,52229421,"b""That brings the question of how much value bringing Process has. Since it's 100% implemented on top of the windows behavior.\n\nI'm looking at the code for HasExited and it polls for the exit status by using a zero timeout.\n\nI think we can support just that and avoid polling on ppl's back.\n"""
2581,52360837,b'This is bad for a couple of reasons:\n- If makes the test suite takes 5 seconds more when in most cases the callback happens after a millisecond.\n- A timeout is now a silent failure.\n\nUse a ManualResetEvent and timedwaits for the bulk of the coordination.\n'
2592,52525188,"b'dummy is a bad name for a variable that is used.\n\nIt represents the target domain to switch to, right?\n'"
2592,52525438,"b""This disables the existing optimizations for the async configuration.\nCan we benchmark this to see how much perf we're losing?\n"""
2592,52525518,"b""This is different than what the JIT does. The jit uses cfg->domain instead. Couldn't that be an issue?\n"""
2576,52653931,"b""Sounds good, let's do that.\n"""
2624,53088805,"b""This is a runtime API, it can't raise.\nJust discard the error and ban it.\n"""
2624,53088952,b'Same thing. This is an API function. Swallow the error and ban it.\n'
2624,53089051,"b""I don't quite get why you're removing the FIXME here.\n"""
2624,53089168,"b'This is an API function, same thing as above.\n'"
2702,54561475,"b""Shouldn't you double check if user == null whichin the lock?\n"""
2702,54561490,"b""Shouldn't you double check if machine == null whichin the lock?\n"""
2704,54561745,b'Use a countdown barrier to ensure all threads have entered the try block.\n'
2700,54562338,b'We should learn this from the autoconf vars and not by grepping build output\n'
2714,54832934,b'This is bad. The error might be uninitialized if method->rtype is NULL.\n\nSimilar issues on other places.\n'
2714,54832974,"b""Can't you add this as an or clause to the next condition?\n"""
2740,55890699,"b""sdb doesn't get exposed to user types AFAICT.\n"""
2745,55890879,"b""So it's ok to return NULL and not set an error?\n"""
2745,55891614,"b""This doesn't look like what we normally do.\nWe leave to the caller to decide what to do with the error.\n"""
2745,55891700,b'fix_partial_generic_class cleanup the error. We should not poke into one after that.\n'
2761,56062938,"b""Time management could be improved. We want to use high precision timers on both linux and mach with absolute timing instead of relative.\n\nOn neither systems nanosleep is what we want since it will cause time drifts and we can expect fluctuation on results.\n\nThis code doesn't sample every X microseconds, it does signal after X microseconds + the time to signal all threads.\n\nThe actual drift might be small, but it will accrue on long sessions.\n\nWe should be using, on linux, clock_nanosleep and, on mach, mach_wait_until or clock_sleep[1].\n\nIn addition to that, we should try to move the sampler thread to real time scheduling, which will reduce noise\nquite a lot. It's possible to do that at least on mach, but maybe on linux it won't make a difference.\n"""
2761,56063590,"b""Why are we making the sampler thread a regular thread?\n\nI can't see why we'd want it to be suspendable.\n\nNo other tools thread is a regular thread.  They are... tools thread and they attach to the runtime\nusing, as you'd expect, mono_threads_attach_tools_thread.\n"""
2761,56063724,b'We can support both profiling modes by using clock_nanosleep and the right clock/wait mode.\n'
2761,56401525,"b'Changing mono_thread_info_usleep makes no sense as that function implements interval based sleeping.\n\nThe profiler needs absolute time based waiting, which naturally compensates for scheduling and cpu usage between waits.\n\nChanging mono_thread_info_usleep to do that would cause way too much churn in the runtime for no good reason.\n'"
2761,56404361,b'CALENDAR_CLOCK is a non-monotonic time-based clock that subject to clock changes - it has nothing to do with cpu time.\n'
2761,56405222,"b""We use mono_threads_attach_tools_thread for that.\nYour alternative is to manually enable some services in the hopes that things work and we don't get others wrong. \n\nIt's a fragile design decision that is proven by your patch, it calls mono_thread_info_usleep from a thread that will never be attached, something that makes no sense and works by luck and not design.\n"""
2786,56924233,b'Why are you not using mono_metadata_free_type here? Sounds like asking for problems.\n'
2779,56993112,b'Regarding https://github.com/mono/mono/pull/2779#discussion_r56983894\n\nConditional var waits must never be unconditional. They must always check the condition inside the lock before giving it up to Wait since a spurious wake up can happen.\n'
2792,57346945,"b""Don't use fprintf and stderr. It won't work on mobile.\n"""
2792,57347222,"b""What's the perf impact of this change? We're now doing more work on the case of small objects.\n"""
2748,57461639,"b""Shouldn't we return once we set a pending exception?\n"""
2748,57461811,"b'NM, should work, but looks fishy.\n'"
2748,57462011,b'What if we made mono_error_set_pending_exception return a gboolean?\n\nThat way the code can become:\n\n```\nif (mono_error_set_pending_exception (&error))\n  return NULL;\n```\n\nOr maybe we could add a return_val_if_nok variant that sets a pending exception.\n'
2748,57462261,"b'This function is now MONO_RT_EXTERNAL_ONLY, this FIXME can go away.\n'"
2748,57462613,"b'Shit, this should be using mono_gc_wbarrier_generic_store.\nThis is a GC bug, not really related to MonoError.\n'"
2767,57470842,"b""Shouldn't this be a set_pending?\n"""
2767,57470845,"b""Shouldn't this be a set_pending?\n"""
2767,57470858,"b""Shouldn't this be a set_pending?\n"""
2767,57470870,"b""Shouldn't this be a set_pending?\n"""
2767,57471127,"b""We adding MonoError here but there is a failure case in this function that didn't got converted.\n"""
2770,57471262,b'We should raise the underlying exception and not hide it under an InvalidCastException\n'
2770,57471368,b'This is cleaning up the same error twice.\n\nWe should kill that INVALID_CAST macro and replace with something that takes no implicit state.\n'
2770,57471496,"b""We shouldn't swallow this error.\n"""
2770,57471773,"b""This should be an assert, we shouldn't fail type loading for allocated objects.\n"""
2770,57471830,"b'If the method now is banned from the API, the comment can go.\n'"
2770,57471871,"b""Don't swallow the error\n"""
2770,57471925,"b""Same thing, assert of throw, but don't swallow.\n"""
2770,57471946,"b""Don't swallow the error.\n"""
2770,57472049,"b""We shouldn't swallow this error and silently fail the type check.\n"""
2770,57472108,b'This should be an assert.\n'
2770,57472153,b'Make it an assert.\n'
2770,57472212,b'Assert instead.\n'
2770,57472228,b'Assert instead.\n'
2789,57472419,b'Swallowing the error.\n'
2789,57616085,"b""Well, what's the expected behavior?\nMaybe an exception/error on that case should abort the runtime.\n"""
2810,57819002,"b""This is a conservative assumption about free not being good outside of _remove.\n\nThis only happens under extreme load so it's ok to have it.\n"""
2805,57820250,"b'Since this is only going to be use by the sampling thread, we should not be getting into the business of coop.\n\nBecause it will checkpoint but nobody will even try to suspend it.\n'"
2805,57820401,b'We should cache the clock on startup and not lookup/free on each call.\n'
2805,57820504,"b""Why are we ignoring the remain time? If we get spuriously woken up, we'd not sleep as requested.\n"""
2805,57820596,"b""You're discarding the last argument. Which must be used to ensure we can sleep the full amount in the case we get spuriously woken up.\n"""
2805,57821021,b'This is explicitly introducing signaling drift back.\n\nWe should compute the time once and simply add rate on each loop.\n'
2816,58118313,"b""Plus we can't use getenv, only g_getenv.\n"""
2816,58118516,b'We use multi-line comments for multiple lines comments.\n'
2830,58592378,"b'This is wrong, the thead is attached to the root domain so the name must be allocated there too.\n'"
2830,58592473,b'Same issue here with where the thread name is allocated.\n'
2830,58592619,"b""Are you sure it won't be null at this point? The internal thread is not the same thing as what mono_thread_attach returns.\n"""
2830,58592693,b'Why are we not using mono_thread_set_name_internal ?\n'
2830,58592799,"b""This won't work for cross compilation as the GC is disabled.\n"""
2830,58592840,b'Use the root domain here again.\n'
2841,58790126,b'Is this necessary?\n'
2852,58962343,b'mono_lock_free_queue_node_free must be called from the free func.\nSee how the other user of lfq does.\n'
2852,58962442,"b'Unless you operate on the entry hazardously, freeing it with HP makes little sense.\n'"
2861,59493773,b'This must be documented in the release notes.\n'
2861,59494120,b'Why is the code checking if the dequeued pointer is hazardous?\n'
2861,59494193,b'Why are we freeing it here?\n'
2861,59494275,b'Why another thread? How many threads the profiler now needs?\n'
2861,59494946,b'Why are we not longer processing samples from the helper thread?\n'
2861,59495343,b'This will trigger failures if we increase max frames.\n'
2861,59497172,b'This looks wrong. Why would a a sample from the reuse queue be hazardous in the first place?\n'
2948,62065771,"b'No need to be pinned, the callback must switch to running to poke into managed memory anyways.\n'"
2948,62066148,b'This must include documentation.\n'
2948,62066182,b'This must be MONO_API.\n'
2963,62270067,"b'Yeah, it should be an enum and logging should stringify it.\n'"
2963,62270617,b'\xe2\x9d\xa4\xef\xb8\x8f \n'
2967,62340999,b'Looks like what we need for this change are some tests. And run them on windows.\n'
2969,62550059,"b""@vargaz this is a special case, as trampolines can't 100% depend on the caller checking for pending exception.\n"""
2975,62572022,b'We gate allocator codegen based on whether it is available.\n'
2881,63368085,b'Nothing assigns to critical_alloc_method_cache\n'
2815,63430355,b'This leaks all the memory released right after the call.\n'
2815,63430995,b'This leaks the weak handle.\n'
2815,63431262,b'Must set the error object to something.\n'
2815,63431389,"b'Formating, return type goes on its own line.\n'"
2998,63456403,"b""Why is this needed and why can't MONO_THREAD_VAR_OFFSET be used on this case?\n"""
2998,63456478,"b'Oh, I see why.\n\nWe should clean up MONO_THREAD_VAR_OFFSET on windows to follow the same idiom as OSX and have MONO_THREAD_VAR_OFFSET do the trick.\n'"
2956,63456627,"b""Why do we need this?\n\nThis has the same issues as MONO_HANDLE_ASSIGN above and we're not doing anything about it.\n"""
2956,63456746,"b""This is fine as it's to be used on icalls, where we dictate a simple convention.\n\nThe _raw prefix has the advantage of make it weird to use.\n"""
2956,63456818,"b""I really don't like the idea of passing in the return handle that will then be modified.\n\nIt leads to some ugly code.\n"""
2956,63552943,"b""I'd go with 4, it looks a lot more like what you'd expect from normal code.\n"""
2956,63624226,"b""What exactly are we copying than the handle itself? It shouldn't be any more expensive than passing the handle argument itself.\n\nA handle is just a pointer.\n"""
2956,63624527,"b'Why do we need a new frame here?\n\nNew frames should be the exception, not the norm.\n'"
3025,64102564,"b""I'll keep throwing then, it's really bad, but at least doesn't regress the behavior.\n"""
3040,64306225,"b'This introduces quadratic behavior in the debugger, can sizes here be big enough that this would be an issue?\n'"
3040,64306345,"b""Formating of the return value.\n\nWhat about changing the meaning of this function to be the opposite so all checks don't need to negate it? Something like ss_bp_is_unique.\n"""
3059,64765134,b'Makes no sense to check TARGET_X86 on an amd64 backend file.\n'
3069,64980727,"b""That would be a question of style. I'll change. \n"""
3069,64980781,"b""With what, do we have an icall that already maps to g_free? All Marshal methods map to all the weird windows alloc functions but not malloc's\n"""
3074,65282081,"b""Don't mark static header functions as inline. It confuses the win32 linker and any compiler under O2 will inline it anyways.\n"""
3074,65282764,"b'Could you document, for future references, why this semaphore cannot be a MonoCoopSem?\n'"
3074,65282880,"b""Shouldn't we do the same for mono_thread_join ?\n"""
3074,65283331,"b""What's the reason for this change?\nIt causes the debug spew to deadlock in the unified suspend case since it mallocs now.\n"""
2921,65634291,b'Move the whole pass to a separate file.\n'
2921,65634315,b'Why is this needed?\n'
2921,65636829,"b""We're inlining after the front end and that will change the CFG. Good thing you picked a place before the CFG passes and analysis. We do this before SSA formation, which is ok too.\n\nBut, said that, what's the reasoning to have it here? We're losing a lot of optimizations that could take advantage of longer BBs.\n\nWe could do it all the way down after DCE and AA. Could this pass introduce issues?\n\nGiven DCE is crazy cheap, we can do another DCE after decompose.\n"""
2921,65636954,"b'This pass should be conditional like simd and array ops.\n\nWhen emitting the IR, set a cfg flag saying that the IR has at least one OP_ISINST or OP_CASTCLASS.\n\nThen condition the whole pass on that flag being set.\n'"
3082,65667163,b'Errors must require a message. An invalid program exception means nothing without context.\n'
3114,65990116,b'How about a MONO_EXTRA_CONFIGURE_FLAGS to make this not a one time off?\n'
3114,65990198,"b""We should use AC_DEFINE for this define as it doesn't interfere with boehm.\n\nAdditionally, it should be namespaced.\n"""
3121,66133006,b'How about you write a micro benchmark on this and see the diff?\n'
3128,66296542,b'debug spew\n'
3128,66297391,b'Where does it load and store the info from the file?\n'
3149,66680010,b'use uint.\n'
3149,66680217,b'How about a private IntPtr for the first address of the variable area plus a bunch of properties/functions to fetch all elements?\n'
3149,66680365,"b'Meaning it should be: static MethodInfo GetMethodInfo (Type type, string methodName)\n'"
3149,66680723,b'What about we model this as follow:\n\nMono.RuntimeStructs.\\* < straight mapping of native structs\nMono.RuntimeHandles.\\* < wrapper Handle variants that contain any methods we might need.\n'
3149,66680777,b'C# naming convention.\n'
3149,66681737,"b'wow, code goes tons simpler when you have reflection available.\n'"
3149,66682011,"b""Why aren't you creating a size one object[] array and passing to MonoMethodMessage?\n"""
3186,68759071,b'We should convert all gboolean fields to use a bitfield and avoid wasting space.\n'
3213,69181887,"b'This code is C&P from mono_string_to_bstr, we should refactor mono_string_to_bstr to take pointer + length arguments and use that instead.\n'"
3236,69488274,"b'Big arrays are always enabled on mono. We need to kill that configure flag.\n\nAnyways, this test is of very low value, we have similar ones in mono/tests for large array sizes.\n'"
3213,69548525,"b""Don't change this function. It's used by marshal.c and it's going to be a mess to fix it there.\n"""
3213,69548624,"b'Instead of changing this function, which is used by the generated wrappers in marshal.c\n\nIntroduce a mono_ptr_to_bstr local function here that is them called by mono_string_to_bstr.\n'"
3198,69564776,b'Use AC_DEFINE instead of setting a var here and checking it in config.h.in\n'
3198,69565690,"b'This change makes no sense, why would we force a vasprintf implementation on targets that have it?\n'"
3198,69565833,b'You cannot use config.h defines in eglib.h.\n\nDefine the function to always exist and make it a nop in the implementation in case the define is not set.\n'
3198,69565885,b'Same thing as the previous comment.\n'
3198,69566135,b'Those 2 free calls are out of context here. Do we have a mem leak?\n'
3198,69566514,b'If should remove this header completely and decide on the body of g_vasprintf in its body.\n'
3198,69566992,"b""I'm ok with adding the eglib bits if there's an use case for it, but not this to the public mono API as it's not the API we're interested in having for this functionality.\n"""
3251,69981237,"b'This is done in register_thread, why do we need it here?\n'"
3224,69995143,b'we can use g_memdup here for the same effect without the bzero from g_malloc0\n'
3224,69998974,"b'I hope this changes makes things down the line simpler, cuz the global pseudo handle had its elegance.\n'"
3224,70001834,b'Why is it unnecessary?\n'
3224,70001973,b'Do we have equivalent asserts somewhere else?\n'
3224,70002040,b'We can just kill this function.\n'
3224,70092494,b'In this case I believe this applies to the handle_specific parts too.\n'
3224,70093323,"b'Why do we want to split io-layer from w32handle?\n\nThis is a minor breaking change and requires 2 things:\n- updating the docs (man pages, --help, website)\n- adding a section on the release notes on this\n- review mentions of io-layer on the website for possible further edits\n'"
3224,70100121,"b'The split is fine, we just need to document it.\n'"
