pull_id,pull_no,title,body
696243281,8490,b'Docs update 2.0.0',"b'## Overview\r\n\r\n\r\n## Changes\r\n- Fixes: # .\r\n\r\n\r\n## Verification\r\n> This optional section is a place where you can detail the specific type of verification \r\n> you want from reviewers. For example, if you want reviewers to checkout the PR locally\r\n> and validate the functionality of specific scenarios, provide instructions\r\n> on the specific scenarios and what you want verified.\r\n>\r\n> If there are specific areas of concern or question feel free to highlight them here so\r\n> that reviewers can watch out for those issues.\r\n>\r\n> As a reviewer, it is possible to check out this change locally by using the following\r\n> commands (substituting {PR_ID} with the ID of this pull request):\r\n>\r\n> git fetch origin pull/{PR_ID}/head:name_of_local_branch\r\n>\r\n> git checkout name_of_local_branch\r\n'"
696161728,8488,b'Packaging changes to address 8176 and glTF example file copy / material import errors',"b'This change updates the file layout in the foundation, extensions and examples packages to resolve:\r\n\r\n- #8176 \r\n- Observed failure to copy files to StreamingAssets folder (glTF demo)\r\n- Error when attempting to import material in the included avocado model'"
696109315,8487,b'Scroll graduation branch rebased onto stabilization',b'## Overview\r\n\r\nThis PR rebases the work from [graduation/scroll_view](https://github.com/microsoft/MixedRealityToolkit-Unity/tree/graduation/scroll_view) onto 2.5 stabilization using a clean branch not based on [event_propagation](https://github.com/microsoft/MixedRealityToolkit-Unity/tree/feature/event_propagation) branch.\r\n\r\nAll commits were previously approved with one exception:\r\n\r\n 1. Test class was adjusted to adapt to latest stabilization changes found on BasePlaymodeTests.Setup()\r\n\r\n\r\n\r\n_**Added comments on the bottom of the files with reference to respective PR approval**_ \r\n\r\nExample scenes and prefabs changes approved on #8380  but they will be substituted by new example scene from #8453. \r\n'
696038099,8486,b'Branch synchronization: prerelease/2.5.0_stabilization --> mrtk_development',b'This is a pull request initiated by an automated process to keep prerelease/2.5.0_stabilization and mrtk_development in sync'
696014302,8485,b'Cherry-pick #8451',b'This change cherry-picks the camera height change in #8451 into the 2.5.0_stabilization branch.'
695939320,8484,b'Add recent authors to the documentation page',b'This change updates the list of mrtk contributors'
693806851,8478,b'Change the input simulation mode in InputActions.MixedRealityInputSimulationProfile',b'## Overview\r\n\r\nThis PR changes the input simulation mode of InputActions.MixedRealityInputSimulationProfile.asset from articulated hand to gesture hand to match the description shown in the InputActionsExample scene.\r\n\r\n## Changes\r\n- Fixes: #8476.'
692541111,8473,b'Fix additional example folder cross-talk',"b'This change moves more assets (textures, materials, models, etc) to allow individual sample projects to be individually imported when using UPM.\r\n\r\nThis change is on the large side as the prudent approach seemed to be to move in bulk since many of the moved files feel very re-usable in customer projects.'"
692508029,8471,b'Branch synchronization: prerelease/2.5.0_stabilization --> mrtk_development',b'This is a pull request initiated by an automated process to keep prerelease/2.5.0_stabilization and mrtk_development in sync'
692334716,8470,b'Properly switch input simulation mode in tests',"b'## Overview\r\nThis PR removes the use of PushControllerSimulationProfile() and PopControllerSimulationProfile() when trying to switch input simulation mode in tests (e.g. from articulated hand to gesture hand). Those two functions manipulate the profile of input simulation service, which does not have any impact on simulation mode after the initialization of the service. In this PR the current simulation mode is cached before switching and will be restored after the test is finished. This technique has been used in some other existing tests.\r\n\r\n## Changes\r\n- Fixes: #8468.'"
692302163,8469,b'Remove link.xml from build targets since it is now generated',"b'## Overview\r\nWhen the checked-in link.xml was removed, this build target that copies link.xml from the nuget package into the Unity project was not removed. It is no longer necessary, as the link.xml file is generated inside the Unity project. This unblocks Remote Assist from ingesting new nuget packages.'"
692144561,8467,b'Fixed Typo in README_Solver.md',"b'## Overview\r\nFixed typo in first sentence of README_Solver.md\r\n\r\n## Changes\r\n- Fixes: ""predefine"" -> ""predefined""'"
691615895,8464,b'Fix scaling issue of bounding box',"b'## Overview\r\nThis PR addresses two related issues:\r\n1. The bounding box script does not allow proper scaling when the its target is set to a child of the GameObject the script is attached to. This issue is resolved by making sure target.transform instead of transform is used when initializing scale constraint. A test is added to help verify the fix.\r\n2. The existing test utility seems to work (tests pass), but the way it is working is unintended. The change of bounding box\'s scale in InstantiateSceneAndDefaultBbox() happens after the instantiation of bounding box and the assignment of its target, which causes scale constraint never getting the correct ""initial scale"" information. The location of scale change is now moved so that scale constraint now gets the correct value. Also, the ""initial scale"" information is now updated after switching the target of bounding box.\r\n\r\n## Changes\r\n- Fixes: #8458.'"
691563004,8461,b'Update layout of Examples package to facilitate importing individual samples via UPM',"b'During early testing of UPM packages, it was discovered that many demo and experimental samples access files from others. This is ""ok"" when all samples are imported as a unit, but not when customers wish to import only a few.\r\n\r\nThe solution was to create a Common folder containing scripts, etc. that are shared between samples, but do not rise to the level of a ""standard asset"".\r\n\r\nFixes: #8444'"
691434810,8456,b'Feature/dmc update',"b'## Overview\r\n\r\n\r\n## Changes\r\n- Fixes: # .\r\n\r\n\r\n## Verification\r\n> This optional section is a place where you can detail the specific type of verification \r\n> you want from reviewers. For example, if you want reviewers to checkout the PR locally\r\n> and validate the functionality of specific scenarios, provide instructions\r\n> on the specific scenarios and what you want verified.\r\n>\r\n> If there are specific areas of concern or question feel free to highlight them here so\r\n> that reviewers can watch out for those issues.\r\n>\r\n> As a reviewer, it is possible to check out this change locally by using the following\r\n> commands (substituting {PR_ID} with the ID of this pull request):\r\n>\r\n> git fetch origin pull/{PR_ID}/head:name_of_local_branch\r\n>\r\n> git checkout name_of_local_branch\r\n'"
691306530,8455,b'Add VR Offset Modification Settings to Leap Configuration Profile',"b'## Overview\r\n\r\nAdds Leap Controller VR offset modes to the Leap Profile.\r\n\r\n| LeapXRServiceProvider| LeapMotionDeviceManagerProfile |\r\n|---|---|\r\n|  ![LeapXRServiceProviderSettings](https://user-images.githubusercontent.com/53493796/92019031-d3609700-ed0a-11ea-807e-d35a60787dc3.gif) |   ![LeapVROffsetSettings](https://user-images.githubusercontent.com/53493796/92019100-ebd0b180-ed0a-11ea-84ff-7601b1757572.gif)| \r\n\r\nAlso increased the default depth value of the hands while the Leap Controller is in the desk orientation. \r\n\r\n## Changes\r\n- Fixes: #8415, #8284, #8355  \r\n\r\n## To Do\r\n\r\n- [x]  Update Leap Documentation '"
691151112,8454,b'Prerelease/2.5.0 stabilization -> mrtk_dev',b'## Overview\r\n\r\nBrings over the internal mrtk_ci machine pool change.\r\n\r\nPrerelease/2.5.0 stabilization -> mrtk_dev'
691138671,8453,b'Scrolling Object Collection - Adding new example scene',b'## Overview\r\nAdding a draft example scene for Scrolling Object Collection.\r\n\r\nAdding @cre8ivepark to the branch for further polish\r\n\r\n**App :** [HL2 Build](https://microsoft-my.sharepoint.com/:u:/p/vaolivaa/EfzcMNq-7OBDvzKO4vTSqKYBE1cFvCrdEB3CoCdqQ0zsqw?e=WzR9q5)\r\n\r\n![MRTK_ScrollingObjectCollection2](https://user-images.githubusercontent.com/13754172/99600285-77bbc500-2a40-11eb-9e39-ce78232eb49c.gif)\r\n\r\n\r\n![scrolling_graduation](https://user-images.githubusercontent.com/16922045/92004766-85638780-ed3a-11ea-9162-1f37df73a03f.gif)\r\n'
690949652,8451,b'Support for camera offset to the input simulation',"b'Allows the camera to be at eye-position above the floor, like VR\r\n\r\n## Overview\r\n\r\nAdds a new setting `cameraOriginOffset` to `MixedRealityInputSimulationProfile`, which specifies the amount to offset the camera when first turning on simulated input.\r\n\r\nUltimately this allows the camera to start 1.7m up, giving a similar feel to VR tracking the distance from the floor.\r\n\r\nSee the sample scene at `Assets/MRTK/Examples/Experimental/CameraOffset/CameraOffsetTest.unity`\r\n\r\n## Changes\r\n- Addresses some of #7913\r\n\r\n## Verification\r\n\r\nSome sharp edges\r\n* This only affects simulated inputs - MR and VR will still have different interpretations of the camera origin\r\n* This is applied at _play_ time - the camera reset code in `MixedRealityToolkit.EnsureMixedRealityRequirements` will still be applied at edit time, which may be confusing with editor previews. I was too scared to change this, but I feel the code in `MixedRealityToolkit.EnsureMixedRealityRequirements` should be applied on initialising of WMR configurations, not here.\r\n\r\nThis is my first PR on MRTK, so be gentle...'"
690669021,8448,b'Fix test utilities access in 2019.4 when imported via UPM',"b'During UPM pre-release testing, it was found that there was an issue with accessing the MRTK test utilities assembly when it was imported as a UPM package. When the files were copied into the Assets folder, or imported via a .unitypackage file, it succeeded.\r\n\r\nAfter quite a bit of investigation, it appears that there is behavior where an assembly marked as a test assembly, is not auto-added and does not appear able to be used if it is in the Library/PackageCache.\r\n\r\nThis change removes the dependency on NUnit and marks the assembly as NOT being a test asm. As part of this change, existing NUnit assertions have been replaced with UnityEngine assertions.\r\n\r\nThis was validated by spot-running some play mode tests as well as verifying that the assembly was referenceable via a custom script.\r\n\r\nSpecial thanks to @keveleigh for helping to figure this one out.\r\n\r\nFixes #8436 '"
690653465,8447,b'Fix input axis mappings in 2.5',"b""## Overview\r\n\r\nThe change in #8315 inadvertantly moved it to an area that only runs when the input tab in the configuration profile is visible. Reverted this code to run when the MRTK initializes instead.\r\n\r\nA larger PR to add this to the configurator and fix the core -> editor references will be opened on the dev branch, but that's a bit too much for the stabilization branch.\r\n\r\nAlso updated some code style capitalization of a private field and added an optional bool to the input axis setter method for future use."""
690516502,8445,b'Allow manipulation with the GazePointer for both ManipulationHandler and ObjectManipulator',"b""## Overview\r\n\r\nRemote Assist has a voice-based manipulation system for moving slates using a voice command and gaze pointer updates. This was blocked from working due to exceptions thrown by the ManipulationHandler (which didn't check the Controller of the pointer it was manipulated with to see in TryGetGripRotation). For the GazePointer, the controller is null.\r\n\r\nThis change updates both ManipulationHandler and ObjectManipulator to check these values for null. I've also added two playmode tests that emulate the logic that exists in Remote Assist today to prevent future regressions."""
690510026,8443,b'Interactive Element Skeleton ',"b""## Overview\r\n\r\nInteractive Element is the next generation of MRTK's Interactable. This component serves as an easy customizable entry point to MRTK's Input System events. Interactive Element supports the addition of already defined MRTK input states and user defined states.   \r\n\r\nThe work in this PR has only added support for the Focus state and the creation of custom states.\r\n\r\nConcepts included in the Interactive Element structure:\r\n- Base Interactive Element\r\n- Interactive Element (a placeholder class)\r\n- State Manager\r\n- Event Receiver Manager\r\n- Custom inspectors for Base Interactive Element \r\n\r\n![AddCoreState](https://user-images.githubusercontent.com/53493796/97749683-b6e39f80-1aac-11eb-90a4-e7a501521724.gif)\r\n\r\n## Interactable and Interactive Element + State Visualizer\r\nThe following figure illustrates how concepts in Interactable are represented in the Interactive Element + State Visualizer structure:\r\n\r\n![image](https://user-images.githubusercontent.com/53493796/97749452-55233580-1aac-11eb-8335-ea4e1df14a2f.png)\r\n\r\n\r\n## How to Use\r\nSee the documentation for examples on how to add an Interaction State and create a new state both in-editor and via script.\r\n\r\n[Interactive Element Documentation](https://github.com/microsoft/MixedRealityToolkit-Unity/blob/9c662d4b97598a8e1bd1916e78453b41021cee99/Documentation/README_InteractiveElement.md)\r\n\r\n## To do \r\n\r\n- [x] Add how to use section to PR description \r\n- [x] Add diagrams of the structure\r\n\r\n\r\n## To do list beyond the scope of this PR\r\n#8883\r\n"""
690480553,8442,b'Update private static readonly capitalization and add some readonly modifiers where reasonable',"b""## Overview\r\n\r\nIt's that time in the release cycle where I try to catch up on all my stray branches and random changes I've made to make sure everything gets into the release.\r\n\r\n**This one's going into mrtk_dev, not stabilization.**\r\n\r\nUpdates some `static readonly` and `const` capitalization to match [our coding guidelines](https://microsoft.github.io/MixedRealityToolkit-Unity/Documentation/Contributing/CodingGuidelines.html#naming-conventions). Also converts some `static readonly` private fields to `const` where possible and adds some `readonly` modifiers to private fields that are treated that way.\r\n\r\n**All changes are to private fields, so there isn't a worry of a breaking change.**"""
690469690,8441,b'Update the prefab spawner to have an option that actually honors vanishDelay',"b""Fixes: https://github.com/microsoft/MixedRealityToolkit-Unity/issues/7467\r\n\r\nAs I was looking at issues that were set to the 2.5 milestone, I noticed this one which seemed like a fun break from other work. There's a few things to note here:\r\n\r\n1. vanishDelay is not used in the code prior to this, because the default case never ran.\r\n2. I couldn't just update the VanishOnFocusExit to use vanishDelay, because other consumers may already be dependent on the immediate vanish behavior.\r\n3. So I ended up adding another option (that actually honors vanishDelay), so that people can opt into this correct behavior while not breaking existing users.\r\n4. Opted not to write a test for this specific case because it involves timers, and I don't want to add sleeps to our tests without having some system of parallel-zing them first"""
690342727,8439,b'Remove more WaitingForSceneObserverAccess',b'## Overview\r\nRemove the WaitingForSceneObserverAccess bool from TestSpatialAwarenessDataProvider.cs and restore SpatialObjectMeshObserver to the mrtk_dev version.'
690339040,8438,b'Update internal pool from Analog On-Prem to N-1',"b""## Overview\r\n\r\nThis should be temporary, as we're figuring out why the latest images don't work for us.\r\n\r\nDON'T MERGE until the pool is up and running."""
690318625,8437,b'Remove WaitingForSceneObserverAccess from BaseSpatialObserver',b'## Overview\r\nRemove the WaitingForSceneObserverAccess bool from BaseSpatialObserver and related files. References are replaced with the IsRunning flag.'
690281026,8434,"b'Revert ""Initial workflow for syncing stabilization and development""'","b""Reverts microsoft/MixedRealityToolkit-Unity#8432\r\n\r\nI was hoping that since this change got checked in, we'd be able to manually trigger the workflow, but doing so actually isn't possible unless you change some of the configuration:\r\n\r\nhttps://docs.github.com/en/actions/reference/events-that-trigger-workflows#triggering-new-workflows-using-a-personal-access-token\r\n\r\n(And then also use a different workflow triggering mechanism).\r\n\r\nI'm finding these github actions to be a little harder to develop for compared to Azure DevOps (i.e. ability to iterate w/o YAML/on other branches). Reverting this to bring the functionality into some other azure devops pipeline instead."""
690257511,8432,b'Initial workflow for syncing stabilization and development',"b""During the stabilization process, we have to periodically (usually daily) create PRs to merge the latest prerelease/*stabilization branch into mrtk_development, to ensure that our mainline doesn't get out of sync with the 'true latest' (i.e. more people are working out of stabilization than mrtk_development during the earlier phases of stabilization).\r\n\r\nThis is somewhat onerous, so this change sets up a github actions workflow to automate this process every day (i.e. every morning we'll have a PR if there are changes between stabilization and development)"""
690254238,8430,b'Scroll View Graduation - Part 6 - Reverting propagation',"b'## Overview\r\nThis PR is part of the Scroll graduation and addresses the following issues:\r\n\r\n**Revert input event subscription to global.** In order to get the graduation into MRTK 2.5 without the latest changes on the Event Propagation branch, we are reverting the scroll event handlers to globally subscribe to pointer and touch events. \r\n\r\n**Enabling mask disabled.** While upgrading the demo scene it became important to have this feature to make the process of editing and layouting of scroll content easier. \r\n\r\n**Inspector and Tests adjusted to the changes.**\r\n\r\n**Example Scripts.** Added a pagination example of how to use the scroll pagination methods from unity events in the inspector. Used for demo scene pagination buttons.\r\n\r\n**Further reformats.** Some fields / methods were renamed or moved moved in the class.\r\n\r\n## Changes\r\n- Fixes: #8431  \r\n- Fixes: #8433 \r\n\r\n\r\n## Verification\r\nDemo scene coming in next PR'"
689823586,8428,b'Feature/step slider',"b""## Overview\r\nFixes: #4140 \r\n\r\nA slider that can have number of snap points specified in the inspector.\r\nOriginal: https://gfycat.com/impolitefabulousauk\r\n\r\nStepSlider: https://gfycat.com/happythatcow\r\nI'm using 7 snap points on the left most slider, 10 on the middle and only 1 on the right most.\r\n\r\n\r\n## Changes\r\n- I added a StepSlider.cs that extends on PinchSlider.cs. To create the requested functionality I needed to change the private members to protected.\r\n- All other changes were made on separately created prefabs and scenes.\r\n\r\n\r\n## Verification\r\nI tested this on the device as well as the emulator. Also tested two separate builds on Unity 2019.3.9f1 and 2019.4.7f1.\r\n\r\n> As a reviewer, it is possible to check out this change locally by using the following\r\n> commands (substituting {PR_ID} with the ID of this pull request):\r\n>\r\n> git fetch origin pull/{PR_ID}/head:name_of_local_branch\r\n>\r\n> git checkout name_of_local_branch\r\n"""
689800372,8427,b'Prerelease/2.5.0 stabilization -> mrtk_dev',b'## Overview\r\n\r\nPrerelease/2.5.0 stabilization -> mrtk_dev'
689798950,8426,b'Add header to SimulatedMotionControllerButtonState.cs',b'## Overview\r\nAdd the copyright header to SimulatedMotionControllerButtonState.cs'
689619112,8425,b'Update author name to align with other UPM packages',"b""## Overview\r\n\r\nWe're using Microsoft Corporation, while other packages are using Microsoft. To align these (since Unity uses them to group packages by source), we're updating our packages to just be Microsoft."""
689391074,8424,b'Improving clipping primitive performance and deleting instanced mater\xe2\x80\xa6',b'## Overview\r\nDuring ScrollObjectCollection graduation the following issues were identified when adding and removing objects to the scroll clipping primitive:\r\n\r\nMaterialInstance not destroying instanced materials if renderer object is not active.\r\nClippingPrimitive is slow when the number of scrolling object increases. The profiler points to spikes  when applying property drawers.\r\n\r\n## Changes\r\nMaking sure the renderer material is reverted to the default material on MaterialInstance.cs if the object is inactive without waiting for OnDestroy to be called. \r\nUpdating property drawers only if clipping primitive object transform has changed.\r\n\r\n- Fixes: #8423 \r\n- Fixes #6270'
689353912,8422,b'Add the prerelease branch to the mrtk docs dropdown',"b""As part of getting ready for 2.5 release, we're updating the dropdown menu for docs so that we can see the generated docs (and also to allow others to see a preview of what we're going to be releasing)."""
689349824,8421,b'Remove a stale script for updating versions',"b'This script existed prior to this PR: https://github.com/microsoft/MixedRealityToolkit-Unity/pull/7986, which automated much of the process of updating version numbers across the various files in our codebase.\r\n\r\nThis script used to exist to do a grep/replace, but now the vast majority of that version metadata is filled it an CI time, which now avoids having to have a script like this to do work.'"
689341348,8420,b'Update dev branch mrtk version to the next release version.',"b""Now that we've created a 2.5 stabilization branch, we're updating the version associated with the mainline dev branch to the next version (2.6). Note that this change will affect the following release (i.e. not the upcoming, but the one after that).\r\n\r\nDoing this early on so that it's one less thing for us to think about in the future."""
688635830,8416,b'Added multiplication operator for MixedRealityPose',"b'## Overview\r\n- Added multiplication operator for MixedRealityPose, for convenient pose operations.\r\n\r\n'"
688415608,8414,b'Add a missing SU flag check',b'## Overview\r\nThis PR adds a missing SCENE_UNDERSTANDING_PRESENT flag check to ensure successful compilation when scene understanding is not present.'
688380399,8413,b'Hack to stop guid from breaking CI',b'## Overview\r\nGuid issue due to having Unity 2019+ code compile on Unity 2018 versions\r\n'
688299187,8412,"b'Revert ""Update UnityProjectInfo to avoid the build break""'",b'Reverts microsoft/MixedRealityToolkit-Unity#8384\r\n\r\nThis was the wrong way of fixing things (see the right way here: \r\nhttps://github.com/microsoft/MixedRealityToolkit-Unity/pull/8403)'
688289740,8411,b'Add bounds control controller simulation tests',b'## Overview\r\nAdd controller simulation tests to bounds control tests as the feature is no longer experimental. Also add some tests to InteractableEvent.\r\n\r\n## Changes\r\n- Follows #8401.'
688226075,8410,b'Remove stale meta file',"b""CI is currently broken on the code validation step because there's a stale meta file (i.e. the folder got removed).\r\n\r\n"""
687710998,8407,b'Fixes to the Oculus Quest prefabs for CI',"b'## Overview\r\nFields on the prefabs were hidden due to OCULUSINTEGRATION_PRESENT flags, which probably broke CI'"
687619766,8406,b'Fix object mesh observer not auto finding the profile',"b'With the move of SpatialObjectMeshObserver from the Providers to the Core/Providers folder, it failed to auto populate the default profile on selection.\r\n\r\nThis change fixes the data provider attribute values.'"
687599780,8404,b'Build Call CI (updated version of 8376)',"b'## Overview\r\nThis is the same code as the PR #8376 but it is using the buildcall feature branch instead of my fork. This makes it possible to test against the pipeline. \r\n\r\n## Changes\r\n\r\n\r\n\r\n## Verification\r\n> This optional section is a place where you can detail the specific type of verification \r\n> you want from reviewers. For example, if you want reviewers to checkout the PR locally\r\n> and validate the functionality of specific scenarios, provide instructions\r\n> on the specific scenarios and what you want verified.\r\n>\r\n> If there are specific areas of concern or question feel free to highlight them here so\r\n> that reviewers can watch out for those issues.\r\n>\r\n> As a reviewer, it is possible to check out this change locally by using the following\r\n> commands (substituting {PR_ID} with the ID of this pull request):\r\n>\r\n> git fetch origin pull/{PR_ID}/head:name_of_local_branch\r\n>\r\n> git checkout name_of_local_branch\r\n'"
687594380,8403,b'Fixes to the Oculus Quest asmdefs for CI',"b'## Overview\r\n\r\nRemoves Oculus.VR references from the asmdefs so that the CI build would work. When the Oculus Integration package is used, the user can use \r\n\r\nMixed Reality Toolkit > Utilities > Oculus > Integrate Oculus Integration Unity Modules\r\n\r\nin editor to add the references back in.\r\n'"
687548012,8402,b'Scene understanding: re-create default profile and some minor code changes in the inspector and attrib usage',"b'This change continues the feature branch work for scene understanding.\r\n\r\nThis one re-creates the default profile and specifies materials that are contained within the standard assets package, instead of examples assets.\r\n\r\nOther included changes:\r\n\r\n* Minor rearranging of some variables in the inspector\r\n* Remove unneeded comments\r\n* Mark the data provider as _requiring_ a profile'"
687319679,8401,b'Moved bounds control out of experimental',b'## Overview\r\n- moved files out of experimental\r\n- removed experimental part of namespaces\r\n\r\n_Note: example scene migration in separate PR_\r\n\r\n## Changes\r\n- part of #7358 \r\n\r\n'
686876681,8399,b'Add some comments to WindowsSceneUnderstandingObserver',b'## Overview\r\nAdd comments to WindowsSceneUnderstandingObserver as part of SU feature work. Also cleaned up a little.'
686843546,8398,b'Improve spatial mesh material handling - fix 8394 and 8396',"b'This change improves how materials are handled in the spatial mesh observers.\r\n\r\nThe first change (fixes #8394) determines the material and always applies it to the renderer, even if the display option in use is None.\r\n\r\nThe second change (fixes #8396), determines (earlier than in previous releases) whether or not the mesh event will be an add or an update. If update, the material for the mesh being replaced is applied to the new mesh.\r\n\r\nCombining the two fixes enables developers who customize their spatial mesh materials to have the changes persist through mesh updates and toggles between Visible and None display options without requiring the application to continually reset the material.\r\n\r\nThis change does _not_ address #8397.'"
686511228,8393,b'Add UPM to release notes',b'This change adds a release note re: UPM package availability. This was missed in the earlier UPM series of PRs.'
686273552,8391,b'Adding Follow Solver Example scene',b'## Overview\r\nFollow Solver was added back in January but only scripts were added. \r\nhttps://github.com/microsoft/MixedRealityToolkit-Unity/pull/6981\r\nAdding an example scene with a near menu example that demonstrates the behavior. Updated default values in the Follow.cs to match the shell behavior.\r\n\r\n## Changes\r\n- Added FollowSolverExample.unity scene (still under Experimental folder)\r\n- Updated default values in Follow.cs\r\n- Tested on HoloLens 2 device\r\n\r\n![2020-08-26 20_51_24-MRTK-Public - FollowSolverExample - Universal Windows Platform - Unity 2019 3 13](https://user-images.githubusercontent.com/13754172/91302387-610b2680-e7e1-11ea-80f9-6cb97bee9279.png)\r\n![MRTK_FollowSolver](https://user-images.githubusercontent.com/13754172/91302612-b6473800-e7e1-11ea-9a06-e66bc7b91c2c.gif)\r\n\r\n\r\n'
686008719,8389,b'fix appbar custom button visibility',"b'## Overview\r\nIf a custom button is added to Appbar prefab, in hidden or manipulation state the button is shown\r\n\r\n## Changes\r\nRemove check for custom button in UpdateButton, so the logic in the GetButtonVisible method can be executed\r\n\r\n\r\n## How to test\r\nCopy and paste a button in AppBar prefab and change type to custom, the button is always visible also when hide or manipulate button is checked\r\n'"
685904371,8388,b'Scene understanding: feature branch cleanup pass 2',"b'This change moves some files into more appropriate locations, simplifies namespaces and sets the SCENEUNDERSTANDING_PRESENT flag if the dll has been imported.\r\n'"
685902820,8387,b'Replace InitOnLoad with MRTK > Utils > WMR > Check Config',b'This change continues the work started by @wiwei to replace InitOnLoad classes with discrete menu options.\r\n\r\nThe new Mixed Reality Toolkit > Utilities > Windows Mixed Reality > Check Configuration menu item checks to see if the Dot Net WinRT NuGet package has been imported and appropriately sets the DOTNETWINRT_PRESENT flag.\r\n\r\nPart of #8188'
685902511,8386,b'Added quest articulated hand teleport pointer functionality and associated audio',b'## Overview\r\nAdded remaining MRTK-Quest articulated hand teleporter pointer functionality. Video attached.\r\n\r\nhttps://streamable.com/dmygxj\r\n\r\nNew Teleport:\r\nhttps://streamable.com/8h33rq\r\n\r\nNow with moooreeee polish:\r\nhttps://streamable.com/ta4bhv'
685738979,8385,b'Allow the use of the eyetracking component on nested gameobjects',"b'## Overview\r\nAllow the user to define a box collider on the parent object of the object referencing the eyetracking target script and still have it recognized as a valid ""lookateyetarget""\r\n\r\n## Additional Notes\r\nI noticed the updatetesticons utility method is currently broken so I fixed that as well.\r\n\r\n\r\n\r\n'"
685690602,8384,b'Update UnityProjectInfo to avoid the build break',"b""https://github.com/microsoft/MixedRealityToolkit-Unity/pull/8259/files led to a CI pipeline break in the msbuildforunity project generation step - in particular it looks like the system has some indigestion when dealing with new Oculus.VR.* packages that we've added dependencies on in a few cases.\r\n\r\nSince we've turned down the public NuGet updates in favor of upcoming UPM work for 2.5, I've made a tweak to the project generation step to ignore any asmdefs that we have that reference Oculus.VR packages (which should unblock the build)"""
685661028,8383,b'Remove an unneeded object from DockExample prefab',"b""The DocExample's Model_Bucky had a random CINEMA_4D_Editor object which wasn't necesary.\r\n\r\nhttps://github.com/microsoft/MixedRealityToolkit-Unity/issues/8076"""
685654332,8382,b'Update the DockPosition objects to have a BoxCollider',"b""The DockExample has a few DockPosition objects that don't have a BoxCollider.\r\n\r\nThis is weird, because DockPosition.cs requires some type of collider in order to work - i.e. the example is currently set up in an impossible way given the current code. I'm guessing this happened due to how the work was staged (i.e. I'm guessing the example scene was worked on to prove things out, and the RequireComponent was added after)\r\n\r\nBasically this makes our example scene align to how our current code actually works\r\n\r\nhttps://github.com/microsoft/MixedRealityToolkit-Unity/issues/8061"""
685633175,8381,b'Added support for elastics in bounds control',"b""## Overview\r\n\r\n- added elastics manager to bounds control \r\n- removed duplicated code for manipulation end in bounds control\r\n- extended elastics manager to have the option to filter for one specific transform type when applying to target transform\r\n- moved bounds control inspector so it can access utility method from elastics system\r\n\r\n_Note that elastics are still an experimental feature - they are flagged as experimental in the inspector and don't have integration tests for bounds control or object manipulator yet._\r\n\r\n**Move**\r\n![elastics_bc_move](https://user-images.githubusercontent.com/36998103/91202665-0e0a7400-e6fa-11ea-98a7-7d7f10cdce4a.gif)\r\n\r\n\r\n**Rotate**\r\n![elastics_bc_rotate](https://user-images.githubusercontent.com/36998103/91202681-12cf2800-e6fa-11ea-9e3a-f30f70aa0909.gif)\r\n\r\n\r\n**Scale**\r\n![elastics_bc_scale](https://user-images.githubusercontent.com/36998103/91202704-1793dc00-e6fa-11ea-9669-90cb741f0554.gif)\r\n\r\n"""
685632383,8380,b'Scroll Graduation - Part 5 - Removing layouting features ',"b'## Overview\r\nThis PR is part of scroll graduation and makes the following changes:\r\n\r\n**1. Removed layouting features (object collection) from scroll view**\r\n- BaseObjectCollection layouting features were removed from the scroll. The aim is to separate concerns (scroll and layouting) and let the user  add scrolling content more freely, following some of the behavior of the Unity built in 2D scroll view, where any content can be added to the scroll container object and masking box boundaries can be adjusted.\r\n\r\n- For pagination purposes, it is still possible to define and configure a virtual grid of cells and tiers of cells in order to snap the movement when scrolling content through side buttons.\r\n\r\n- Scroll view can be used in combination with a BaseObjectCollection in order to layout its content. A number of examples are provided on both demo scene and the ScrollViewTests on how to configure the scroll in combination with a collection or by manual layouting of content.\r\n\r\n**2. Scroll tests**\r\n- Added test for renderers and colliders clipping / disabling logic\r\n- Added test for scroll scroll content made of objects of different sizes and objects manually layouted without a collection\r\n- All tests were adapted to use the GridObjectCollection in combination with Scroll view when layouting is needed.\r\n\r\n**3. Adapted Demo Scene**\r\n- Added GridObjectCollection to layout the scroll buttons. New button prefabs were added  to make sure all materials in scroll demo scene were using the MRTK standard shader and work properly with the scroll clipping box.\r\n\r\n**4. Adapted Scroll inspector**\r\n- Revamped to adapt to scroll changes.\r\n\r\n## Changes\r\n- Fixes: #8229\r\n- Fixes #7451\r\n- Fixes #7453\r\n- Fixes #7454\r\n\r\n'"
685619871,8379,b'Remove the MRTK files InitializeOnLoad handler',"b""The MixedRealityToolkitFiles InitializeOnLoad handler runs on every play mode entry/script recompile, even if the MRTK object/features aren't being used in the current scene. This overhead is painful for folks who want to have MRTK in their project but not have to use it on every single scene.\r\n\r\nThis removes the InitializeOnLoad handler and makes things become lazy-inited (i.e. the first usage of any of the public APIs of this file will end up causing the initialization to happen only when the MRTK files functionality is needed. This will have the effect, however, of causing a micro-delay in any Unity editor UI that ends up invoking this, but that should be better than having the same delay happen on every single compile of non-MRTK code (which is what happens today)"""
